abide,"vi.坚持,遵守;vt.忍受,容忍"
rapture,"n.全神贯注,兴高采烈,欢天喜地vt.使狂喜"
rare,"adj.稀罕的,杰出的,珍贵的,(肉类)半熟的adv.非常"
rascal,"n.流氓,无赖,坏蛋,淘气鬼adj.不诚实的,卑鄙的,下贱的"
rate,"n.比率,速度,等级,价格,费用vt.估价,认为,鉴定等级,责骂vi.被评价,责骂"
ratio,"n.比,比率,[财政]复本位制中金银的法定比价"
rational,"adj.理性的,合理的,推理的n.[数]有理数"
rattle,"v.发出卡嗒卡嗒声,喋喋不休,急忙地做n.吓吱声,喋喋不休的人"
raw,"n.生肉,擦伤处,身上的痛处adj.未加工的,生疏的,处于自然状态的,,不掺水的,擦掉皮的,阴冷的,刺痛的vt.擦伤"
react,"vi.起反应,起作用,反抗,起反作用"
readily,"adv.乐意地,欣然,容易地"
realize,"vt.认识到,了解,实现,实行"
realm,n.领域
reap,"v.收割,收获"
rear,"n.后面,背后,后方,屁股adj.后面的,背面的,后方的vt.培养,饲养,举起,树立,栽种vi.高耸,暴跳,用后腿站起"
reason,"n.理由,原因,动机,理智,前提vt.说服,推论,辩论vi.推论,劝说,思考"
reasonable,"adj.合理的,有道理的,通情达理的,讲道理的"
rebel,"n.造反者,叛逆者,反抗者,叛乱者adj.造反的,叛逆的,反抗的v.造反,反叛,反抗,叛乱"
rebuke,"n.指责,谴责,非难vt.斥责,指责,非难,成为对...的指摘"
recall,"vt.回忆,回想,记起,取消n.召回"
recipe,n.处方
recite,"v.背诵,朗读,叙述,[律]书面陈述(事实)"
recognize,"vt.认可,承认,公认,赏识vi.具结"
recommend,"vt.推荐,介绍,劝告,使受欢迎,托付,使...受欢迎,使...可取"
reconcile,"vt.使和解,使和谐,使顺从"
recreate,"v.(使)得到休养,(使)得到娱乐"
rectangle,"n.长方形,矩形"
rectify,"vt.矫正,调整,[化]精馏"
recur,"vi.复发,重现,再来"
reflect,"v.反射,反映,表现,反省,细想"
deflect,"v.(使)偏斜,(使)偏转"
refresh,"v.(使)精神振作,(使)精力恢复,更新"
refuge,"n.庇护,避难,避难所"
refugee,"n.难民,流亡者"
refuse,"vt.拒绝,谢绝n.废物,垃圾"
refute,"vt.驳倒,反驳"
regard,"n.关心,注意,尊敬,尊重,致意,问候,关系vt.看待,当作,重视,尊敬,关系"
regime,"n.政体,政权,政权制度"
regiment,"n.团,大群v.把...编组,把...编成团,管辖"
region,"n.区域,地方,(世界上某个特定的)地区,(艺术,科学等的)领域,(大气,海水等的)层"
religion,"n.宗教,信仰"
register,"n.记录,登记簿,登记,注册,寄存器vt.记录,登记,注册,提示,把...挂号vi.登记,注册,挂号"
regret,"n.遗憾,悔恨,抱歉,歉意vt.为...感到遗憾,后悔,惋惜,哀悼,懊悔vi.感到抱歉"
regular,"adj.规则的,有秩序的,经常的,(花)整齐的,常备军的,等边的,合格的,定期的n.正规军,正式队员adv.经常地n.正常体"
rehearse,"vt.预演,排演,使排练,复述,练习,背诵,作假vi.排练,练习,演习"
reign,"vi.统治,支配,盛行,占优势n.统治,统治时期,支配"
rein,"n.缰绳,统治,支配vt.以缰绳控制,统治,驾驭vi.勒住马,止住"
reinforce,"vt.加强,增援,补充,增加...的数量,修补,加固vi.求援,得到增援n.加固物"
rejoice,"v.(使)欣喜,(使)高兴,喜悦"
relate,"vt.叙述,讲,使联系,发生关系"
relay,"n.驿马,接替,[电工]继电器vt.(消息,货物等)分程传递,使接替,转播vi.得到接替,转播"
relevant,"adj.有关的,相应的"
reliable,"adj.可靠的,可信赖的"
relieve,"vt.减轻,解除,援救,救济,换班"
rely,"v.依赖,依靠,信赖,信任,依赖于"
remain,"vi.保持,逗留,剩余,残存"
remark,"n.备注,评论,注意,注释vt.评论,注意,谈及vi.谈论"
remarkable,"adj.不平常的,非凡的,值得注意的,显著的"
remedy,"n.药物,治疗法,补救,赔偿vt.治疗,补救,矫正,修缮,修补"
render,"vt.呈递,归还,着色,汇报,致使,放弃,表演,实施vi.给予补偿n.交纳,粉刷,打底"
renew,"vt.使更新,使恢复,重申,补充,续借,复兴vi.更新,重新开始"
rent,"v.租,租借,出租n.租金"
replace,"vt.取代,替换,代替,把...放回原处"
reproach,v.责备
reptile,"n.爬虫动物,卑鄙的人adj.爬行的,爬虫类的,卑鄙的"
republic,"n.共和国,共和政体adj.共和的"
reputation,"n.名誉,名声"
repeal,"v.废止,撤销,否定,放弃,废除n.废除,撤销"
request,"vt.请求,要求n.请求,要求,邀请"
require,"vt.需要,要求,命令"
requisite,"adj.需要的,必不可少的,必备的n.必需品"
rescue,"vt.援救,营救n.援救,营救"
resemble,"vt.象,类似"
reside,vi.居住
residue,"n.残余,渣滓,滤渣,残数,剩余物"
resign,"n.辞去(职务)v.辞去,辞职"
resolute,adj.坚决的
resort,"vi.求助,诉诸,采取(某种手段等),常去n.凭借,手段,常去之地,胜地"
respond,"v.回答,响应,作出反应vi.有反应"
restore,"vt.恢复,使回复,归还,交还,修复,重建"
restrain,"vt.抑制,制止"
restrict,"vt.限制,约束,限定"
refrain,"n.重复,叠句,[乐]副歌vi.节制,避免,制止"
resultant,"adj.作为结果而发生的,合成的"
retard,"vt.延迟,使减速,阻止,妨碍,阻碍"
retire,"vi.退休,引退,退却,撤退,就寝"
retreat,"vi.撤退,退却n.撤退,退却"
reveal,"vt.展现,显示,揭示,暴露"
revenge,"n.报仇,复仇vt.替...报仇,复仇"
revive,"v.(使)苏醒,(使)复兴,(使)复活,(使)再生效,回想"
revolt,"v.反抗,起义,反叛,反感,厌恶"
revolve,"v.(使)旋转,考虑,循环出现"
revolution,"n.革命,旋转"
rhythm,"n.节奏,韵律"
rib,
ribbon,"n.缎带,丝带,带,带状物,带子"
ridge,"n.背脊,山脊,屋脊,山脉,犁垄v.起皱,成脊状延伸,翻土作垄"
ridicule,"n.嘲笑,奚落v.嘲笑,奚落"
rifle,"n.来复枪,步枪,来复线,膛线vt.用步枪射击,抢夺vi.掠夺"
right,"n.正义,公正,正确,权利,右边,右派adj.正当的,正确的,对的,合适的,恰当的,健康的,健全的,正面的adv.正当地,正确地,一直地,直接地,完全地,彻底地,在右边"
rigid,"adj.刚硬的,刚性的,严格的"
rigorous,"adj.严格的,严厉的,严酷的,严峻的"
rinse,"v.嗽口,(用清水)刷,冲洗掉,漂净n.嗽洗,漂洗,漂清,冲洗"
riot,"n.暴乱,骚动,(植物,疾病等)蔓延,放荡,暴动v.骚乱,放纵,挥霍,参加骚动"
rip,"v.撕,剥,劈,锯,裂开,撕裂n.裂口,裂缝  愿灵安眠 RIP(rest in peace)"
ripple,n.波纹v.起波纹
roar,"n.吼叫,怒号vi.吼叫,怒号v.滚动,咆哮"
robe,"n.长袍,罩衣,礼服,制服"
roller,"n.滚筒,辊子"
romance,"n.冒险故事,浪漫史,传奇文学,风流韵事,虚构vi.写传奇,渲染,虚构"
Rome,
rooster,"n.雄禽,<主美>公鸡"
rot,"v.(使)腐烂,(使)腐败n.腐烂,腐败"
rotate,v.(使)旋转 /v.旋转/翻转
route,"n.路线,路程,通道v.发送"
routine,"n.例行公事,常规,日常事务,程序"
roundabout,"adj.迂回的,转弯抹角的n.道路交叉处的环形路,迂回路线,兜圈子的话"
row,"n.排,行v.划(船)"
royal,"adj.王室的,皇家的,第一流的,高贵的"
ruby,n.红宝石
rug,"n.(小)地毯,垫子"
rumor,"n.流言,谣言,传闻vt.谣传,传闻"
rust,n.铁锈vt.(使)生锈
ruthless,"adj.无情的,残忍的"
sacrifice,"n.牺牲,献身,祭品,供奉v.牺牲,献出,献祭,供奉"
safeguard,"vt.维护,保护,捍卫n.安全装置,安全措施"
salary,n.薪水vt.给...加薪
salmon,"n.[鱼]鲑鱼,大麻哈鱼,鲜肉色"
sardine,n.[鱼]沙丁鱼
salute,"n.(尤指军队等之)举手礼,升降旗致敬,呜礼炮等,敬礼v.行礼致敬,敬礼"
sarcastic,adj.讽刺的
satellite,n.人造卫星
satisfy,"vt.满足,使满意,说服,使相信v.满意,确保"
saturate,"v.使饱和,浸透,使充满"
sauce,"n.沙司,酱油,调味料vt.调味,使增加趣味"
saucer,"n.茶托,碟子,茶碟"
sausage,"n.香肠,腊肠"
scale,"n.刻度,衡量,比例,数值范围,比例尺,天平,等级vt.依比例决定,攀登,测量vi.剥落,生水垢,重,攀登,衡量"
scar,"n.伤痕,疤痕v.结疤,使留下伤痕,创伤"
scarce,"adj.缺乏的,不足的,稀有的,不充足的"
scarf,"n.围巾,头巾领巾,嵌接,嵌接处,切口v.围(围巾),披(头巾)嵌接"
scarlet,"n.猩红色,鲜红色布adj.猩红的,鲜红的,深红的"
scan,"v.细看,审视,浏览,扫描n.扫描"
scatter,"v.分散,散开,撒开,驱散"
schedule,"n.时间表,进度表v.确定时间"
scheme,"n.安排,配置,计划,阴谋,方案,图解,摘要v.计划,设计,图谋,策划"
scholar,n.学者
scoff,"n.嘲笑,嘲弄的话,嘲弄的对象,愚弄,笑柄,食品v.轻蔑地说,嘲笑,嘲弄,贪吃,狼吞虎咽"
scold,"v.责骂,申斥,斥责"
scope,"n.(活动)范围,机会,余地"
scorch,"v.烧焦,枯萎n.烧焦,焦痕,枯黄"
score,"n.得分,乐谱,抓痕,二十,终点线,刻痕,帐目,起跑线vt.把...记下,刻划,划线,获得,评价vi.记分,刻痕,得分"
scorn,"n.轻蔑,嘲笑,被叱责的人vt.轻蔑,不屑做"
scout,"n.侦察,搜索,侦察员,侦察机vi.守候,侦察,巡视,嘲笑vt.侦察,跟踪,觅得,监视,轻蔑地拒绝(建议,意见等)"
scramble,"n.爬行,攀缘,抢夺,混乱vi.攀缘,杂乱蔓延,争夺,拼凑,匆忙vt.攀登,搅乱,使混杂"
scrap,"n.小片,废料,剪下来的图片,文章,残余物,废料,打架vt.扔弃,敲碎,拆毁vi.互相殴打adj.零碎的,废弃的"
scrape,"n.刮,擦,擦痕,刮擦声,困境vi.刮掉,擦掉,刮出刺耳声vt.刮,擦,擦伤,挖成"
scratch,"n.乱写,刮擦声,抓痕,擦伤vt.乱涂,勾抹掉,擦,刮,搔,抓,挖出vi.发刮擦声,搔,抓adj.打草稿用的,凑合的"
scrub,"v.洗擦,擦净,使(气体)净化,擦洗n.洗擦,擦净,擦洗者,矮树,灌木,丛林地,矮小的人(或动物)adj.次等的,矮小的,临时凑合的"
sculpture,"n.雕刻,雕刻品,雕塑,雕塑品,[地理] 刻蚀v.雕刻,雕塑,刻蚀"
seam,"n.接缝,线缝,缝合线,衔接口,伤疤,层vt.缝合,接合,焊合,使留下伤痕vi.裂开,发生裂痕"
knit,"v.编织,密接,结合"
weave,"n.编法,织法,编织vt.编织,组合,编排,使迂回前进vi.纺织,迂回行进,摇晃n.织法,织物"
sew,"v.缝制,缝纫,缝合"
seaside,"n.海滨(胜地),滨海城镇,海边adj.海边的,海滨的"
secondary,"adj.次要的,二级的,中级的,第二的"
section,"n.部分,断片,部件,节,项,区,地域,截面"
segment,"n.段,节,片断v.分割"
semester,n.学期
senate,"n.参议院,上院"
sentiment,"n.情操,情感,情绪,观点,多愁善感,感情"
sentimental,"adj.感伤性的,感情脆弱的"
sermon,"n.训诫,说教,布道"
serpent,"n.大毒蛇,阴险的人"
set,"v.放,置,移动到,使(人或事物处于某种状态),提出,树立,规定,调整;n.一套,一副,一批,接受机,装置,趋势,布景;adj.固定的,规定的,坚决的,固执的,事先做好的;Secure Electronics Transations Protocol,安全电子商务协议"
settle,"n.有背的长凳vt.安放,使定居,安排,解决,决定,整理,支付,使平静vi.安家,定居,停留,下陷,沉淀,决定,澄清"
severe,"adj.严厉的,严格的,剧烈的,严重的,严峻的"
shabby,"adj.破旧的,褴褛的,低劣的,卑鄙的,不公平的"
shadow,"n.阴影,影子,影像,预兆,庇护,隐蔽处,阴暗,少许vt.遮蔽,使朦胧,预示,尾随vi.渐变,变阴暗"
shaft,"n.轴,杆状物"
shallow,"adj.浅的,浅薄的"
sham,v.佯装n.伪品adj.虚假的
shame,"n.羞耻,羞愧,可耻的人(或事物)"
shatter,"n.粉碎,碎片,落花(叶,粒等)vt.打碎,使散开,粉碎,破坏vi.粉碎,损坏,落叶"
shed,"vt.流出,发散,散发,脱落,脱皮,摆脱n.分水岭,棚,小屋,工棚,货棚v.把...放入棚内,流下"
sheer,"adj.全然的,纯粹的,绝对的,彻底的,透明的,峻峭的vi.避开,躲避,偏航vt.使避开,使偏航adv.完全,全然,峻峭n.偏航"
shell,"n.贝壳,壳,外形,炮弹vt.去壳,脱落,炮轰vi.剥落,脱壳 [计] 设定命令行解释器的位置"
shelter,"n.掩蔽处,身避处,掩蔽,保护,庇护所,掩体v.掩蔽,躲避"
sheriff,"n.郡治安官,州长"
shift,"n.移动,轮班,移位,变化,办法,手段vt.替换,转移,改变,移转,推卸,变速vi.转换,移动,转变,推托,变速"
ship,"n.船,海船,舰v.装上船,航运,载运,在船上工作"
shipbuilder,"n.造船专家,造船工程师"
shore,"n.岸,海滨,支撑柱vt.支撑,支持"
short,"n.简略,短路,短裤adj.短的,矮的,不足的,不够的,(智力等)弱的,浅薄的,松脆的,简短adv.突然,缺乏,不足"
shorthand,n.速记
shrink,"v.收缩,(使)皱缩,缩短"
shoulder,"n.肩,肩部,侧翼vt.肩负,承当"
shovel,"n.铲,铁铲v.铲"
shower,"n.阵雨,淋浴,(一)阵,(一)大批vt.大量地给与"
showy,"adj.浮华的,(过分)艳丽的,炫耀的,卖弄的"
shrill,adj.尖声的
shrimp,n.小虾v.捕虾
shrine,"n.神龟,神殿,神祠,圣地"
shrub,"n.灌木,灌木丛"
shrug,n.耸肩v.耸肩
shutter,"n.关闭者,百叶窗,快门,<美俚>安眠药;vt.关上,装以遮门,以百叶窗遮闭"
shuttle,"n.往返汽车(列车、飞机),航天飞机,梭子,穿梭v.穿梭往返"
shy,"adj.怕羞的,畏缩的,害羞的"
sideways,"adv.向一旁,向侧面地,斜地里adj.一旁的,向侧面的"
siege,"n.包围,围城,长期努力,不断袭击,围攻v.包围,围攻"
sift,v.详审
sightseeing,n.观光
significant,"adj.有意义的,重大的,重要的"
silver,"n.银,银子vt.镀银"
similar,"adj.相似的,类似的"
simplify,"vt.单一化,简单化"
sin,"n.[俗] 违背习俗,不合情理之事,过失,罪过,[数学] 正弦函数"
sincere,"adj.诚挚的,真实的,真诚的"
singular,"n.单数adj.单一的,非凡的,异常的,持异议的"
siren,"n.汽笛,警报器,空袭警报,妖妇v.(救火车等)响着警报器行驶"
situate,"vt.使位于,使处于"
sketch,"n.略图,草图,概略,梗概,草图,拟定vi.绘略图,素描v.勾画"
skeleton,"n.(动物之)骨架,骨骼,基干,纲要,万能钥匙"
skillful,"adj.灵巧的,熟练的,制作精巧的"
skin,"n.皮,皮肤,兽皮,皮毛,外皮,外壳v.长皮"
skip,"v.跳,蹦,急速改变,跳读,遗漏,跳跃n.跳跃"
skirt,n.裙子v.环绕
skull,"n.头脑,头骨"
slaughter,"n.屠宰,残杀,屠杀v.屠宰,残杀,屠杀"
slander,n.诽谤v.诽谤
slang,"n.俚语,行话v.用粗话骂,用俚语说"
slap,"vt.拍,掌击,拍击n.拍,掌击,拍击"
slice,"n.薄片,切片,一份,部分,片段v.切(片)"
slide,"v.(使)滑动,(使)滑行n.滑,滑动,幻灯片"
slim,"adj.苗条的,纤细的,不足取的,无价值的,细长的v.变细,减肥"
slit,"vt.切开,撕裂n.裂缝,狭长切口"
slum,n.贫民窟vi.访问贫民区
slumber,n.睡眠v.睡眠
slip,"n.滑倒,事故,片,纸片;vi.滑动,滑倒,失足,减退;vt.使滑动,滑过,摆脱,闪开,塞入;adj.滑动的,活络的,有活结的;Serial Line Interface Protocol,串行线路接口协议"
slipper,"n.拖鞋,制轮器vt.用拖鞋打(孩子等)"
slope,"n.斜坡,斜面,倾斜v.(使)顺斜"
smart,"n.刺痛,痛苦adj.巧妙的,聪明的,漂亮的,潇洒的,刺痛的,剧烈的,厉害的,敏捷的vi.刺痛,懊恼 轻快地,严厉地,灵巧地,精确的,时髦地,大大的"
smash,"v.打碎,粉碎n.打碎,粉碎adj.出色的"
smuggle,"n.走私,偷带v.走私"
snack,"n.小吃,快餐,一份v.吃快餐(小吃)"
snail,"n.蜗牛,迟钝的人v.捉蜗牛,缓慢移动"
snap,"v.猛地吸住,突然折断,使劈啪地晌,猛咬n.猛咬,突然折断,劈啪声adj.突然的"
sneer,"v.冷笑,讥笑,嘲笑n.冷笑,嘲笑"
sniff,"v.用力吸,嗅,闻到,发觉,轻视,用力吸气n.吸,闻,吸气声,嗤之以鼻"
snob,"n.势利的人,假内行"
snore,"v.打鼾,打着鼾渡过(时间)n.打鼾,鼾声"
soak,"v.浸,泡,浸透n.浸透"
sociology,n.社会学
sodium,n.[化] 钠
sofa,n.沙发
soft,"adj.软的,柔软的,温和的,温柔的,不含酒精的n.软件"
solidify,"v.(使)凝固,(使)团结,巩固"
sophisticated,"adj.诡辩的,久经世故的"
sophomore,"n.大学二年级生,有二年经验的人"
sorrow,"n.悲哀,悲痛"
source,"n.来源,水源,消息来源,原始资料,发起者 源,源极"
spacious,"adj.广大的,大规模的"
spade,"n.铲,铁锹v.铲"
span,"n.跨度,跨距,范围v.横越"
spare,"adj.多余的,剩下的,高而瘦的人的,少量的,贫乏的,备用的v.节约,节省,不伤害,宽恕,分让,提供给某人"
specialist,"n.专门医师,专家"
specialize,"vi.专攻,专门研究,使适应特殊目的,使专用于"
specialty,n.专业
species,"n.种类,(原)核素n.[律]式样n.[宗]圣餐物"
specific,"n.特效药,细节adj.详细而精确的,明确的,特殊的,特效的,[生物]种的"
specimen,"n.范例,标本,样品,样本,待试验物"
spectrum,"n.光,光谱,型谱 频谱"
speculate,"vi.推测,思索,做投机买卖"
spell,"n.符咒,魅力,一段时间,轮班vt.拼写,拼成,意味着,轮值,招致,迷住vi.轮替,拼字"
sphere,"n.球,球体,范围,领域,方面,圈子,半球"
spill,"n.溢出,溅出,摔下,木片,小塞子,暴跌,溢出量vt.使溢出,使散落,洒,使流出,使摔下,倒出vi.溢出,涌流,充满"
spite,"n.(in ～ of)不顾,不管,敌意v.困扰"
spin,"v.旋转,纺,纺纱n.旋转"
spine,"n.脊骨,书脊,地面隆起地带,中心,剌"
splash,"n.溅,飞溅,斑点v.溅,泼,溅湿"
split,"v.劈开,(使)裂开,分裂,分离n.裂开,裂口,裂痕"
spokesman,"n.发言人,代表者"
sponge,"n.海绵,海绵体,海绵状物,(外科用的)棉球,纱布v.用海绵等冼涤、揩拭、擦拭或清除,用海绵吸收(液体),(俗)依赖某人生活,诈取某人钱财,海绵般吸收"
sponsor,"n.发起人,主办者,保证人,主办人vt.发起,主办v.赞助"
spot,"n.班点,污点,地点,场所,现场v.沾污,弄脏,侦察vt.认出,发现"
spur,"n.踢马剌,剌激物,(鸟,虫等的)距,刺激v.鞭策,刺激,疾驰,驱策"
squash,"n.南瓜,易压烂的物品,拥挤的人群,壁球v.压扁,压制,镇压,挤进,挤压"
squat,"v.蹲坐,蹲伏n.蹲坐adj.蹲着的"
squirrel,n.松鼠v.贮藏
stab,"n.刺,刺伤的伤口,一阵突然而强烈的感觉,中伤,伤痛v.剌,刺伤,伤害(感情等)"
stable,adj.稳定的
stadium,n.露天大型运动场
stagger,"v.摇晃,蹒跚,交错,摇摇摆摆adj.交错的"
stairway,n.楼梯
stake,n.树桩
stale,"n.(牲畜等的)尿adj.不新鲜的,陈腐的,疲倦的,陈旧的vt.使变旧,走味vi.变陈旧,变无味,失时效,撒尿"
stalk,"n.茎,柄,梗,秆"
stall,"n.货摊,畜栏,厩,出售摊v.(使)停转,(使)停止,迟延"
standard,"n.旗,军旗,标准,规格,本位adj.标准的,权威,第一流的"
standpoint,"n.立场,观点"
startle,v.震惊
stationery,"n.文具,信纸"
statistical,"adj.统计的,统计学的"
statue,vt.以雕像装饰n.雕像
status,"n.身份,地位,情形,状况"
steak,"n.(供煎,烤等的)肉,鱼,肉片,鱼片,肉排,牛排"
steal,"v.偷,窃取,偷窃,偷盗"
steam,"n.蒸汽,水汽vi.蒸发vt.蒸"
stem,"n.茎,干,词干,茎干v.滋生,阻止"
stereo,"n.立体声系统,立体声,[印]铅版,立体照片adj.立体的,立体感觉的"
stern,"adj.严厉的,苛刻的n.船尾"
stew,"v.炖,焖,受闷热n.炖肉(或菜),闷热,拥挤,鱼塘,人工养蚝场"
stick,"n.棍,棒,手杖v.粘住,粘贴vt.刺,戳"
stiff,"adj.硬的,僵直的,拘谨的,呆板的,艰难的,费劲的,僵硬的"
still,"n.寂静,剧照,照片adj.静止的,静寂的adv.还,仍,更,还要,尽管如此,依然 静止画面,静态图片"
stimulate,"vt.刺激,激励v.刺激,激励"
stitch,"v.缝,缝合n.一针,针脚,缝针"
storm,
stock,"n.树干,库存,股票,股份,托盘,祖先,血统,原料adj.股票的,普通的,常备的,存货的,繁殖用的vt.装把手于,进货,备有,放牧vi.出新芽,采购"
stocking,n.长袜
store,"vt.贮藏,贮备,存储n.商店,店铺,贮藏,贮备"
storey,n.[建] 层
stout,"adj.结实的,勇敢坚定的,激烈的,矮胖的,顽强的n.矮胖子,烈性啤酒"
stove,n.炉
straightforward, dly//adv.正直地
strain,"n.过度的疲劳,紧张,张力,应变vt.扭伤,损伤v.拉紧,扯紧,(使)紧张,尽力"
strait,"adj.艰难的,苦恼的,窘迫的n.地峡,[straits] 海峡"
strategy,"n.策略,军略"
straw,"n.稻草,麦杆"
strawberry,n.[植]草莓
stray,"v.迷路,偏离,漂泊,漂泊游荡adj.迷路的,离群的,偶遇的"
stream,"n.溪,川,流,一股,一串,河流v.流,涌,流注"
streamline,adj.流线型的
stretch,"v.伸展,伸长n.一段时间,一段路程,伸展"
stride,"v.大步走(过),跨过,大步行走n.步幅"
strife,"n.斗争,冲突,竞争"
strike,"n.罢工,打击,殴打vt.打,撞击,冲击,罢工,打动,划燃,到达,侵袭vi.打,打击,罢工,抓,敲,搏动,打动,穿透"
string,"n.线,细绳,一串,一行v.排成一列"
chord,"n.弦,和音,情绪n.[解]腱"
strip,"vt.剥,剥去n.条,带"
stripe,"n.斑纹,条纹"
stroke,"n.击,敲,报时的钟声,(网球等)一击,(划船等)一划,(绘画等)一笔,一次努力,打击vt.抚摸"
stroll,"n.漫步,闲逛,四处流浪v.闲逛,漫步,跋涉于"
stumble,"v.绊倒,使困惑,蹒跚,结结巴巴地说话,踌躇n.绊倒,错误"
stubborn,"adj.顽固的,固执的,坚定的,坚决的,难应付的,难处理的"
stuffy,adj.乏味的
sturdy,"adj.强健的,坚定的,毫不含糊的n.[兽医]家畜晕倒病"
subdivide,"v.再分,细分"
subdue,v.征服
submarine,"n.潜水艇,潜艇adj.水下的,海底的"
submerge,"v.浸没,淹没,掩没vi.潜水"
subordinate,"adj.次要的,从属的,下级的n.下属v.服从"
subsidiary,"adj.辅助的,补充的"
substance,"n.物质,实质,主旨,物质,物"
substantial,"adj.坚固的,实质的,真实的,充实的"
subtle,"adj.狡猾的,敏感的,微妙的,精细的,稀薄的"
suburb,"n.市郊,郊区"
subway,"n.地道,<美> 地铁"
such,"adj.这样的,这种,某一 pron.这样的人(们)或物"
suicide,"n.自杀,自毁,给自己带来伤害或损失的行为"
suit,"v.合适,适合,相配,合式,适宜于n.一套衣服"
sullen,"adj.愠怒的,沉沉不乐的,(天气等)阴沉的"
summarize,"v.概述,总结,摘要而言"
summon,"v.召集,召唤,号召,鼓起,振作"
sun,"n.太阳,阳光,恒星vt.晒n.(Sun) 星期天(=Sunday) 美国Sun公司,主要生产SUN系列工作站和网络产品,是JAVA语言的创始者"
superb,"adj.庄重的,堂堂的,华丽的,极好的"
superficial,"adj.表面的,肤浅的,浅薄的"
superior,"n.长者,高手,上级adj.较高的,上级的,上好的,出众的,高傲的"
superstition,n.迷信
support,"vt.支撑,扶持,支持,支援,拥护,维持,赡养,忍受n.支撑,支持,支援,维持,赡养,支持者,支柱"
supreme,"adj.极度的,极大的,至高的,最高的"
surf,"n.海浪,拍岸浪vi.作冲浪运动vt.在激浪上驾(船),在...冲浪"
surge,"n.巨涌,汹涌,澎湃vi.汹涌,澎湃,振荡,滑脱,放松vt.使汹涌奔腾,急放"
surgery,"n.外科,外科学,手术室,诊疗室"
surpass,"vt.超越,胜过"
surplus,"n.剩余,过剩,[会计]盈余adj.过剩的,剩余的vt.转让,卖掉"
surrender,"vt.交出,放弃,使投降,听任vi.投降,自首n.交出,放弃,投降 投降算了"
survive,"v.幸免于,幸存,生还"
swallow,"n.[鸟]燕子,吞咽,喉vt.咽,淹没,吞没,取消,忍受,轻信,压制,耗尽vi.吞下,咽下"
swamp,"n.沼泽,湿地,煤层聚水v.陷入沼泽,淹没,覆没"
swan,"n.天鹅,杰出的诗人、歌手,天鹅座"
swarm,"n.蜂群,一大群v.涌往,挤满,密集,成群浮游,云集"
swell,"v.(使)膨胀,增大"
sweet,"adj.甜的,可受的,美好的,芳香的n.糖果"
swift,"n.[鸟]雨燕,(梳棉机等的)大滚筒adj.迅速的,快的,敏捷的,立刻的adv.迅速地,敏捷地"
swing,"v.摇摆,摆动,回转,旋转n.秋千,摇摆,摆动"
switch,"n.开关,电闸,转换vt.转换,转变"
symbol,"n.符号,记号,象征"
symmetry,"n.对称,匀称"
sympathy,"n.同情,同情心"
symphony,"n.交响乐,交响曲"
symposium,"n.讨论会,座谈会"
symptom,"n.[医][植]症状,征兆"
synthesis,"n.综合,合成"
system,"n.系统,体系,制度,体制,秩序,规律,方法"
tabulate,vt.把...制成表格v.列表
tackle,"n.工具,复滑车,滑车,用具,装备,扭倒vt.固定,应付(难事等),处理,解决,抓住vi.捉住,扭住,扭倒"
tact,"n.机智,手法,老练,角觉vt.对(刺激)操作性应答vi.(以言语或声音)操作性应答"
tactic,"n.策略,战略adj.按顺序的,排列的"
tame,"adj.(指动物)驯服的、柔顺的,(指人)没精打彩的、顺从的,被开垦的,沉闷的,乏味的,平淡的vt.驯养,驯服,制服,使变得平淡vi.变得驯服"
blame,"n.过失,责备vt.责备,谴责"
flame,"n.火焰,光辉,光芒,热情,激情"
game,"n.比赛,游戏,竞赛,[复]运动会,玩耍,比分,比赛规则,策略vi.赌博adj.勇敢的,有胆量的,关于野味的,跛的"
tangle,n.混乱状态v.处于混乱状态
tanker,n.油轮
tape,"n.带子,带,录音带,磁带vt.录音"
tar,"n.焦油,柏油;[计]一种压缩文件的扩展名"
tariff,"n.关税,关税表,税则,(旅馆,饭店等的)价目表、价格表vt.课以关税"
team,"n.队,组"
tedious,"adj.单调乏味的,沉闷的,冗长乏味的"
telescope,n.望远镜v.压缩
tenant,"n.承租人,房客,租客v.出租"
tense,"adj.紧张的,拉紧的v.(使)紧张,(使)拉紧n.[语法]时态"
tensile,"adj.可拉长的,可伸长的,[物]张力的,拉力的"
term,"n.学期,期限,期间,条款,条件,术语"
terminate,"v.停止,结束,终止"
terminal,"n.终点站,终端,接线端adj.末期,每期的,每学期的"
terrace,"n.梯田的一层,梯田,房屋之平顶,露台,阳台,倾斜的平地 adj.(女服)叠层式的vt.使成梯形地,使有平台屋顶"
terrain,n.地形
terrify,"vt.使恐怖,恐吓"
territory,"n.领土,版图,地域"
terror,"n.恐怖,可怕的人,恐怖时期,恐怖行动"
testify,"v.证明,证实,作证"
textile,n.纺织品adj.纺织的
texture,"n.(织品的)质地,(木材,岩石等的)纹理,(皮肤)肌理,(文艺作品)结构"
thanksgiving,"n.感谢,[宗]感恩祈祷"
theater,"n.剧场,戏院,电影院,阶梯教室,手术教室,手术室,全体观众,戏剧"
theme,"n.(谈话,写作等的)题目,主题,学生的作文,作文题,[音乐] 主题,主题曲,主旋律"
theorem,"n.[数]定理,法则"
theory,"n.理论,学说,...论,原理,意见,推测"
thereafter,"adv.其后,从那时以后"
thermal,"adj.热的,热量的"
