intellect,n.智力
fortnightly,"adj.每两周的,每两星期一次的,隔周发行的n.隔周出版物adv.隔周,每两星期一次地"
retail,"n.零售adj.零售的vt.零售,转述vi.零售adv.以零售方式"
grey,"adj.灰色的,灰白的n.灰色"
hopefully,"adv.有希望地,有前途地"
inefficiency,"n.无效率,无能"
insure,vt.给...保险v.确保
marginalized,
miss,"n.过错,避免,失败,小姐,姑娘vt.未得到,未达到,未听到,思念,未觉察,错过,遗漏,逃脱vi.失败,击不中"
nose,"n.鼻,(飞机、船等的)前端v.侦察出"
outdated,"adj.过时的,不流行的"
partly,"adv.部分,几分"
poll,"n.选举之投票,民意测验v.投票,获得选票,选举中获得"
recent,"adj.新近的,近来的"
sadly,"adv.悲痛地,悲哀地"
shedder,"n.使流出的人,倒注者,脱壳期的虾和蟹"
strikingly,"adv.醒目地,引人侧目地"
tint,n.色彩
unanimous,"adj.意见一致的,无异议的"
unstoppable,
warning,"n.警告,预告,通知,预兆"
bole,"n.树干,树身"
check,"n.阻止,制止,控制,阻止物,支票,检讫的记号,饭馆的帐单vt.检查,制止,核对,寄存,托运vi.证明无误,核对无误,逐项相符,[象棋]将军"
deny,"v.否认,拒绝"
enter,"vt.进入,加入,参加,登录,开始vi.进去,[戏]登场,参加n.输入,[计]回车"
hostile,"adj.敌对的,敌方的n.敌对"
individual,"n.个人,个体adj.个别的,单独的,个人的"
liquid,"n.液体,流体,流音adj.液体的,清澈的,透明的,明亮的,流动的,易变的,(财务)易变卖的"
minor,"n.未成年人,副修科目adj.较小的,次要的,二流的,未成年的vi.辅修n.[乐]小调,小音阶"
overlook,"vt.俯瞰,耸出,远眺,没注意到n.眺望,俯瞰中的景色"
setback,"n.顿挫,挫折,退步,逆流,(疾病的)复发"
tire,"n.<口>疲劳,劳累,轮胎,头饰vt.使疲倦,使厌烦,梳理vi.疲劳,厌倦"
workforce,
age,"n.年龄,成年,使用年限,同时期的人,时代v.变老,上年纪,成熟"
bond,"n.结合(物),粘结(剂),联结,公债,债券,合同v.结合"
cheer,"n.愉快,欢呼v.(使)快活,(对)欢呼"
entertain,"vt.娱乐,招待,接受,怀抱vi.款待"
first-hand,
grip,"vt.紧握,紧夹n.掌握,控制,把手v.抓住"
list,"n.目录,名单,列表,序列,数据清单,明细表,条纹,[总称]各种上市证券vt.列出,列于表上,记入名单内,装布条vi.列于表上"
miracle,"n.奇迹,奇事"
overrate,vt.对估价过高
settle,"n.有背的长凳vt.安放,使定居,安排,解决,决定,整理,支付,使平静vi.安家,定居,停留,下陷,沉淀,决定,澄清"
tissue,"n.薄的纱织品,薄纸,棉纸,[生]组织,连篇"
unreflecting,"adj.不反射的,不反省的,无思虑的,浅薄的"
workplace,
boom,"n.繁荣,隆隆声v.发隆隆声,兴隆,大事宣传"
chemical,"adj.化学的n.[常pl.] 化学制品,化学药品n.化学药品"
enthusiasm,"n.狂热,热心,积极性,激发热情的事物"
fish,"n.鱼,鱼肉,鱼类,接合板vt.钓,钓鱼,查出,用接合板连接vi.捕鱼,钓鱼,用钩捞取,间接探听,拉摸索寻找"
ground,"n.地面,土地,战场,场所,范围adj.土地的,地面上的vt.把...放在地上,使搁浅,打基础vi.具有基础,着陆,搁浅 vbl.grind的过去式"
hound,"n.猎犬vt.带猎犬狩猎,卑鄙的人,追捕,激励,使追逐"
misconception,n.误解
title,"n.头衔,名称,标题,冠军,资格,字幕,权利,扉页vt.赋予头衔,加标题于adj.标题的,用作书名的"
unreliable,adj.不可靠的
workstation,n.工作站
agenda,n.pl.议程
boost,v.推进
chew,"vt.咀爵(食物等)v.咀嚼,认真考虑"
executive,"adj.实行的,执行的,行政的n.执行者,经理主管人员"
depend,"vi.依靠,依赖"
fit,"n.突然发作,适合,痉挛,一阵adj.合适的,恰当的,健康的,,准备好的vt.适合,安装,使合身,使适应,使合格vi.适合,符合"
groundless,"adj.无根据的,没有理由的"
house,"n.房子,住宅,库房,机构,家庭,家族,议院,剧场vt.给...房子住,收藏,覆盖vi.住,躲藏(up)"
industry,"n.工业,产业,行业,勤奋"
literal,"adj.文字的,照字面上的,无夸张的"
oversize,adj.太大的n.特大型
announce,"vt.宣布,通告"
person,"n.人,身体,容貌,[语法]人称"
reign,"vi.统治,支配,盛行,占优势n.统治,统治时期,支配"
sex,"n.性别,男性或女性,性欲,<口>性交,<俚>生殖器,阴茎vt.区别...的性别,引起...的性欲"
sexual,"adj.性的,性别的,[生]有性的"
to," prep.向,往,给...,于...,直到...为止,在...之前,比,对,[表示程度、范围] 到,达 [域] Tonga ,汤加"
untested,
world,"n.世界,...界,世事,世故,社会adj.世界的"
boot,"n.<美> (长统)靴,靴子v.导入"
chick,"n.即将孵出或刚孵出的小鸟,(尤指)小鸡"
depict,"vt.描述,描写"
five," num.五,五个(人或物)n.五个一组,<口>五厘息金的证券"
group,"n.团体,组,团,群,批,[地]界,[化]基v.聚合,成群"
household,"n.一家人,家庭,家族,王室adj.家庭的,家族的,家属的,普通的,平常的"
lively,"adj.活泼的,活跃的,栩栩如生的,真实的"
misguided,adj.被误导的
rein,"n.缰绳,统治,支配vt.以缰绳控制,统治,驾驭vi.勒住马,止住"
shade,"n.荫,阴暗,荫凉处,图案阴影,黑暗,颜色深浅,遮光物,帘vi.渐变vt.遮蔽,使阴暗,使渐变,微减"
together,"adv.共同,一起,合起来,集拢地"
until," prep.到...为止,在...以前 conj.到...为止,在...以前,直到...才"
worldwide,adj.全世界的
booth,"n.货摊,售货亭,棚"
chief,"n.首领,领袖,酋长,长官,主要部分,最有价值的部分adj.主要的,首要的,首席的,主任的"
flag,"n.旗,标记v.标记"
flagstone,n.石板
grow,"vi.生长,成长,渐渐变得,增长,增高vt.种植,栽培,培育"
huge,"adj.巨大的,极大的,无限的"
inequality,"n.不平等,不同,不等式,不平均,(表面)不平坦(用复数)"
lobby,"n.大厅,休息室,<美>游说议员者vi.游说议员,经常出入休息室vt.对(议员)进行疏通"
misinformation,"n.误报,误传"
overstep,"vt.踏过,逾越,超出...的限度"
persuade,"v.说服,劝说,(使)相信,劝某人做(不做)某事"
shaft,"n.轴,杆状物"
toil,"n.辛苦,苦工,网,罗网,圈套vi.苦干,跋涉,费力地做"
worm,"n.虫,蠕虫,蚯蚓,蜗杆,螺纹,小人物;vi.蠕行,慢慢前进;vt.使蠕行,慢慢地走,给(烟草作物)除虫"
aghast,"adj.惊骇的,吓呆的"
border,"n.边界,国界,边,边沿,边境vt.与...接壤,接近v.接壤"
child,"n.孩子,儿女,子孙,(头脑、空想等的)产物,弟子,追随者"
childbirth,n.分娩
envisage,v.正视
human,"n.人,人类adj.人的,人类的,人性的,有同情心的"
inescapably,adv.逃不掉地
local,"adj.地方的,当地的,局部的,乡土的n.当地居民,本地新闻,慢车,局部"
over-the-counter,
discriminate,"v.歧视,区别,区别待遇"
reject,"n.被拒之人,被弃之物,不合格品,落选者,不及格者vt.拒绝,抵制,否决,呕出,驳回,丢弃"
shake,"v.摇动,摇,颤抖,震动n.摇动,摇,颤抖,震动"
upholstered,
adornment,"n.装饰,装饰品"
app,
basic,
breakthrough,n.突破
conveyor,
dean,"n.(大学)院长,主持牧师,(基督教)教长n. 迪安 Dean(男子名)"
disassemble,"vt.解开,分解"
dormant,"adj.睡眠状态的,静止的,隐匿的"
ethical,"adj.与伦理有关,民族的,民族特有的"
fee,"n.费(会费、学费等),酬金"
founder,"n.铸工,翻沙工,创始人,奠基人vt.使沉没,使摔倒,弄跛,浸水,破坏vi.沉没,摔到,变跛,倒塌,失败 方正集团,中国最著名的电子照排系统的生产商"
guardianship,"n.保护,守护,监护人的职责"
host,"n.主机,主人,旅馆招待vt.当主人招待"
inexperienced,"adj.无经验的,不熟练的"
island,"n.岛,岛屿,岛状物(孤立状态的物),安全岛vt.使成岛状,孤立"
mission,"n.使命,任务,使团,代表团"
nostalgia,"n.思家病,乡愁,向往过去,怀旧之情"
outgrow,"vt.过大而不适于,出生,长出,年久丧失(某种习惯,兴趣等)"
passenger,"n.乘客,旅客"
pollute,"vt.弄脏,污染"
recently,adv.最近
shine,"v.照耀,发光vt.擦亮n.光泽,光亮"
south-western,
tip,"n.顶,尖端,梢,倾斜,轻击,末端,小费,秘密消息vt.在...顶端装附加物,使倾斜,使翻倒,暗示,轻击,给,泄露,给小费vi.倾斜,翻倒,倾覆,踮脚走,给小费n.提示,技巧"
uncomfortable,"adj.不舒服的,不安的,不合意的"
win-win,
agree,"vi.同意,赞成...的意见,与...一致,承认,适合vt.同意"
cue,"n.暗示,提示,球杆"
fellow,"n.人,家伙,伙伴,学会特别会员,朋友,同事adj.同伴的,同事的,同道的"
maybe,"adv.大概,或许n.疑虑"
slipup,"n.错误,失败,不幸"
main,"n.主要部分,体力,力量,大陆,要点,干线adj.主要的,重要的,全力的n.[计] 主群组"
tight,"adj.紧的,绷紧的,紧密的,不漏水(不透气)的,由压迫产生的,困难的,吝啬的,严厉的adv.紧紧地"
furthermore,"adv.此外,而且"
hail,"n.冰雹,致敬,招呼,一阵vt.向...欢呼,致敬,招呼,使象下雹样落下,猛发vi.招呼,下雹int.万岁,欢迎"
zone,"n.地域,地带,地区,环带,圈vt.环绕,使分成地带vi.分成区"
mayor,n.市长
centrepiece,n.中心装饰品
flavor,"n.情味,风味,滋味,香料vt.加味于"
flavour,"n.滋味,香味"
guard,"n.守卫,警戒,护卫队,防护装置vt.保卫,看守,当心vi.防止,警惕,警卫"
laboratory,n.实验室
locate,"vt.查找...的地点,使...坐落于,位于v.定位,位于"
mislead,vt.误导
shame,"n.羞耻,羞愧,可耻的人(或事物)"
upright,"adj.垂直的,竖式的,正直的,诚实的,合乎正道的adv.笔直,竖立着n.垂直,竖立"
worse,"n.(人或事)较坏者,更坏的事,更恶劣的事,败北adj.更坏的,更恶劣的adv.更坏地,更恶劣地"
ahead,"adj.adv.在前,向前,提前,在前面"
born,"adj.天生的,原本,天生就...的 vbl.出生"
China,
deride,"vt.嘲弄,嘲笑"
flaw,"n.缺点,裂纹,瑕疵,一阵狂风vt.使破裂,使有缺陷,使无效vi.生裂缝,变的有缺陷"
guesswork,"n.臆测,猜测,凭猜测所作之工作"
hunger,"n.饥饿,欲望,渴望v.饥饿"
log,"n.航行日志,原木,园形木材,园木v.把...记入航行日志,伐木,把...锯成段"
misplace,vt.放错地方
owe,"vt.欠(债等),受到...的思想,感激,把...归功于v.欠,应感激,应该把...归功于(to)vi.欠钱"
relax,"vi.放松,休息,休养,变从容vt.使松驰,缓和,使松懈,使休息"
shape,"n.外形,形状,形态,(尤指女子的)体形,身段,形式vt.制作,定形,使成形,塑造,使符合vi.成形,形成,成长"
tool,"n.工具,用具,爪牙,走狗,手段vt.用工具加工,使用设备vi.使用工具"
aid,"n.帮助,援助,帮助者,有帮助的事物;vt.资助,援助,帮助;Association Identifier,相关标识"
borrow,"v.借,借入,借用"
choose,"v.选择,选定"
equal,"adj.相等的,均等的,胜任的,平静的,合适的,不相上下的n.相等的事物(或数量),对手,匹敌,同辈vt.等于,比得上"
guest,"n.客人,来宾,旅客vt.招待,款待vi.作客,寄宿"
infant,"n.婴儿,幼儿adj.婴儿的,幼稚的"
logic,"n.逻辑,逻辑学,逻辑性"
mist,n.薄雾
own,"adj.自己的,特有的,(不用所有格)嫡亲的,同胞的vt.拥有,自认,承认vi.承认"
share,"n.共享,参与,一份,部分,份额,参股vt.分享,均分,共有,分配vi.分享"
tooth,n.牙齿
urge,"vt.催促,力劝n.强烈欲望,迫切要求v.促进"
ideology,n.意识形态
wound,"n.创伤,伤口vt.伤,伤寒v.击伤"
aim,"n.目标,目的,瞄准v.对...瞄准,打算"
bother,"vt.烦扰,打扰vi.烦恼,操心n.麻烦,烦扰v.打扰"
chop,"n.砍,排骨,官印,商标vt.剁碎,砍,(风浪)突变"
fly,"n.苍蝇,两翼昆虫,飞行vi.飞翔,飘扬,溃逃vt.飞越,使飘扬,逃脱adj.机敏的,敏捷的"
guide,"n.领路人,导游者,向导,引导者,指南vt.指导,支配,管理,带领,操纵vi.任向导"
hurry,"v.(使)赶紧,(使)匆忙,加速n.匆忙,仓促"
loom,"n.织布机,织机v.隐现,迫近"
mistake,
top,"n.顶部,顶端,极点,顶蓬,陀螺,(常用复数)根菜植物的叶子,上部,盖子adj.最高的,顶上的,头等的vt.盖,戴,高耸,达到顶端,截去(植物)顶端,高过,超越vi.结束,完成,胜过"
use,"vt.使用,利用,耗费n.使用,利用,用途,效用,使用价值"
airline,n.定期航线
bottom,"n.底,底部,尽头,末端adj.底部的vt.装底,查明真相,测量深浅vi.到达底部,建立基础"
Christ,
flight,"n.飞行,逃走,飞跃,飞机的航程,班机,追逐,楼梯的一段,射程vi.成群飞行,迁徙vt.射击(飞禽),使惊飞"
guilt,"n.罪行,内疚"
hurt,"v.刺痛,伤害,(使)痛心,(使)伤感情,危害,损害,受伤n.伤痛,伤害"
vain,"adj.徒然的,无益的,虚荣的,空虚的,自负的,愚蠢的"
loop,"n.环,线(绳)圈,弯曲部分,回路,回线,(铁路)让车道,(飞机)翻圈飞行vt.使成环,以圈结,以环连结vi.打环,翻筋斗n.循环"
misunderstand,"vt.误解,误会"
rely,"v.依赖,依靠,信赖,信任,依赖于"
shark,"n.[鱼]鲨鱼,骗子<俚>内行,专家v.敲诈"
touch,"n.触,触觉,接触,联系,轻触,碰,缺点,格调vt.接触,触摸,触及,达到,涉及,点缀,使接触,感动vi.触摸,接近,涉及,提到"
utopia,"n.乌托邦,理想的完美境界,空想的社会改良计划"
write,"vt.书写,著述,写,写满,写信给vi.写,写字,写信,写作,作曲"
alarm,"n.警报,惊慌,警告器vt.恐吓,警告"
chrome,"n.铬,铬合金"
error,"n.错误,过失,误差"
float,"n.漂流物,浮舟,漂浮,浮萍,彩车vi.浮动,飘浮,散播,摇摆,漂浮,动摇(计划等)付诸实行vt.使漂浮,容纳,淹没,发行,实行,用水注满"
hybrid,"n.杂种,混血儿,混合物adj.混合的,杂种的"
lose,"vt.遗失,浪费,错过,输去,使失去,使迷路,使沉溺于vi.受损失,失败"
mixed,v.混合adj.混合的
president,"n.总统,会长,校长,行长"
sharp,"n.高调,内行,利刃,骗子adj.锐利的,锋利的,明显的,强烈的,刺耳的,急剧的,精明的,敏捷的adv.整,锐利地,急速地 日本夏普公司"
tour,"n.旅行,游历,旅游v.旅行,游历,巡回,漫游"
maintain,"vt.维持,维修,继续,供养,主张"
alert,"adj.提防的,警惕的n.警惕,警报"
boycott,"n.vt.联合抵制,联合排斥某国货物或与某国绝交"
chromosome,n.[生物]染色体
design,"n.设计,图案,花样,企图,图谋,(小说等的)构思,纲要v.设计,计划,谋划,构思"
escape,"n.逃,逃亡,溢出设备,出口,逃跑,[植]野生vi.逃脱,避开,溜走vt.逃避,避免,被忘掉"
hysteria,
infirm,"adj.弱的,不坚固的,柔弱的"
moan,"n.呻吟,哀悼,呼啸vi.发出呻吟声,抱怨,哀悼vt.呻吟"
religion,"n.宗教,信仰"
shave,"v.剃,刮,削刮vt.刨,削n.刮脸"
archaeological,"adj.考古学的,考古学上的"
begin,"v.开始,首先"
Brexit,
century,"n.世纪,百年,百个,板球中的一百分,百元(钞票)"
dearth,n.缺乏
downside,"n.底侧,下降趋势adj.底侧的"
enable,"vt.使能够,授予权利或方法"
feel,"vt.摸,触,试探,感觉,觉得,触摸,以为vi.有知觉,(人)有某种感觉,摸索,同情n.感觉,觉得,触摸"
frequency,"n.频率,周率,发生次数"
guideline,n.方针
housewife,"n.主妇,家庭主妇,针线盒"
infest,v.大批滋生
isolate,"vt.使隔离,使孤立,使绝缘,离析n.隔离种群"
object,"n.物体,目标,宾语,对象vi.反对,拒绝,抗议vt.提出...来反对"
lens,"n.透镜,镜头"
maximal,"adj.最大的,最高的"
misuse,"v.误用,错用,滥用,虐待n.误用,错用,滥用,误用之实例"
novelist,n.(长篇)小说家
path,"n.小路,小径,路线,轨道,通道"
Polynesian,
recklessly,"adv.鲁莽地,不顾一切地"
sanction,"n.批准,同意,支持,制裁,认可v.批准,同意,支持,鼓励,认可"
shore,"n.岸,海滨,支撑柱vt.支撑,支持"
Spanish,
task,"n.任务,作业v.分派任务"
toll,"n.通行税(费),费,代价,钟声vt.征收,敲钟,鸣(钟)(特指宣布死亡),勾引,引诱vi.征税,鸣钟"
unworthy,"adj.不值得的,不足取的n.不足道的,卑劣的家伙"
wasp-waist,
brain,"n.脑,头脑"
espionage,"n.间谍,侦探"
flow,"n.流程,流动,(河水)泛滥,洋溢vi.流动,涌流,川流不息,飘扬vt.溢过,淹没"
love,"n.爱,热爱,爱情,爱好,性爱,情人,零vt.爱,热爱,爱好,爱慕vi.爱"
shear,"v.剪,修剪,剪切"
toward," prep.向,对于,为了adj.有希望的,有利的,逼近的,温顺的"
towards," prep.向,朝,对面,接近,对,有助于"
alike,"adj.相同的,相似的adv.以同样的方式,类似于"
branch,"n.枝,分枝,分部,分店,(学科)分科,部门,支流,支脉v.出现分歧"
despite," prep.不管,尽管,不论"
essay,"vt.企图,尝试n.企图,散文,小品文,随笔,短文,评论"
flower,"n.花,开花的植物,花卉,精华,盛时vi.开花,旺盛,成熟vt.用花装饰,使开花"
low,"n.低,低价,牛叫声adj.低的,浅的,消沉的,微弱的,粗俗的,卑贱的,体质弱的adv.低下地,谦卑地,低声地,低价地vi.牛叫"
mock,"v.嘲笑,骗,挫败,嘲弄adj.假的n.嘲弄,模仿,仿制品"
shelf,"n.架子,搁板"
townsfolk,"n.市民,市镇居民"
alive,"adj.活着的,活泼的"
chunk,"n.大块,矮胖的人或物"
flu,
low-level,
mode,"n.方式,模式,样式,时尚"
pretty,"adj.漂亮的,可爱的,优美的,机灵的,恰当的"
shell,"n.贝壳,壳,外形,炮弹vt.去壳,脱落,炮轰vi.剥落,脱壳 [计] 设定命令行解释器的位置"
toxic,"adj.有毒的,中毒的"
brave,adj.勇敢的
church,"n.教堂,礼拜堂,教会,教派,[宗]礼拜"
detach,"vt.分开,分离,分遣,派遣(军队)"
informality,n.非正式
model,"n.样式,型,模范,典型,模型,原型,模特儿vt.模仿v.模拟"
remember,"vt.回忆起,铭记,纪念vi.记得"
shelter,"n.掩蔽处,身避处,掩蔽,保护,庇护所,掩体v.掩蔽,躲避"
cigar,n.雪茄
esteem,"vt.把...看作,尊敬,尊重,认为n.尊敬,尊重"
focus,"n.(兴趣活动等的)中心,焦点,焦距,[医]病灶,[地](地震的)震源vi.聚焦,注视vt.使集中在焦点上,定焦点,调焦,集中"
inhabit,"vt.居住于,存在于,占据,栖息"
lucre,"n.收益,钱财"
modern,"n.现代人,有思想的人adj.近代的,现代的,现代化的,时髦的"
remind,"vt.提醒,使想起"
shield,"n.防护物,护罩,盾,盾状物vt.(from) 保护,防护v.遮蔽"
break,"n.休息,暂停,破裂,突变v.打破,违犯,折断,削弱,超过,突变"
circle,"n.圆周,圆形物,派系,循环v.围,环绕 盘旋"
detect,"vt.察觉,发觉,侦查,探测v.发现"
fold,"n.折,羊栏,折痕,信徒vt.折叠,包,合拢,抱住,笼罩,调入,交迭vi.折叠起来,彻底失败"
