coda,"n.乐章结尾部,完结部,终结句"
flaw,"n.缺点,裂纹,瑕疵,一阵狂风vt.使破裂,使有缺陷,使无效vi.生裂缝,变的有缺陷"
withdraw,"vt.收回,撤消vi.缩回,退出v.撤退"
hew,
eschew,"vt.避开,远避"
askew,adj.歪斜的adv.歪斜地
slew,v.回转
sinew,"n.肌肉,精力,体力,原动力,[解]腱vt.赋予力量,加强"
cow,"n.母牛,大型母兽vt.威吓"
shadow,"n.阴影,影子,影像,预兆,庇护,隐蔽处,阴暗,少许vt.遮蔽,使朦胧,预示,尾随vi.渐变,变阴暗"
foreshadow,v.预示
overshadow,"v.遮蔽,使...失色"
callow,"adj.年轻而无经验的,(鸟)未生羽毛的"
fallow,"n.休耕地adj.[农]休耕的,未孕的,潜伏发,不活跃的vt.使(土地)休闲,休整,潜伏(指潜在的特征等)"
hallow,"vt.使...神圣,视为神圣"
winnow,"vt.簸,扬(谷),吹开糠皮,吹掉,精选vi.扬谷,分出好坏,飞行n.扬谷,扬谷器"
row,"n.排,行v.划(船)"
crow,"n.乌鸦,似乌鸦的鸟,撬棍vi.啼叫,报晓,(婴孩)格格地笑"
harrow,"n.耙(地),使精神痛苦vt.耙掘,伤害,使苦恼vi.被耙松"
disavow,"vt.不承认,否认,否定,抵赖"
lax,"adj.松的,松懈的,不严格的,腹泻的,松驰的n.泻肚,[语]松元音"
coax,"v.哄,耐心使..."
hoax,v.愚弄n.愚弄
wax,"n.蜡,蜡状物,增加,月亮由亏转盈vi.变大,增大,月亮渐满vt.上蜡于"
annex,"n.附件vt.并吞,附加"
vex,"vt.使烦恼,恼怒"
affix,"vt.使附于,粘贴n.[语]词缀"
prolix,"adj.冗长的,说话罗嗦的"
paradox,"n.似非而是的论点,自相矛盾的话"
orthodox,"adj.正统的,传统的,习惯的,保守的,东正教的"
heterodox,"adj.非正统的,异端的"
influx,n.流入
crux,n.症结
allay,"vt.减轻,减少"
downplay,vt.不予重视
waylay,"vt.埋伏,伏击,抢劫"
dismay,"n.沮丧,惊慌v.使沮丧,使惊慌"
defray,"vt.支付,支出"
array,"n.排列,编队,军队,衣服,大批;vt.部署,穿着,排列"
disarray,v.混乱
stray,"v.迷路,偏离,漂泊,漂泊游荡adj.迷路的,离群的,偶遇的"
gainsay,v.否认
naysay,n.拒绝v.拒绝
lullaby,"n.催眠曲,摇篮曲,轻柔的声音v.唱催眠曲使入睡"
flabby,"adj.优柔寡断的性格(或人),软弱的,没气力的,不稳的,(肌肉等)不结实的,松弛的"
delicacy,n.微妙
legacy,"n.遗赠(物),遗产(祖先传下来)"
racy,"adj.保持原味的,活泼的,适于赛跑的,<美>猥亵的"
autocracy,"n.独裁政治,独裁政府"
illiteracy,n.文盲
discrepancy,"n.相差,差异,矛盾"
flippancy,"adj.无礼,轻率,浮躁"
complacency,"n.满足,安心"
contingency,"n.偶然,可能性,意外事故,可能发生的附带事件"
deficiency,"n.缺乏,不足"
expediency,"n.方便,私利,权宜"
toady,"n.谄媚者,拍马屁的人v.谄媚,拍马屁"
giddy,"adj.眼花缭乱的,头晕的,轻率的v.(使)眼花,(使)眩晕"
muddy,"adj.多泥的,泥泞的"
needy,"adj.贫困的,非常贫穷的,缺乏生活必需品的"
perfidy,"n.不诚实,背信"
subsidy,"n.补助金,津贴"
dandy,"n.花花公子adj.服装华丽的,极好的,上等的"
windy,"adj.有风的,刮风的,多风的,风强的,腹胀的,吹牛的"
parody,"n.模仿滑稽作品,拙劣的模仿vt.拙劣模仿"
hardy,"adj.难的,艰苦的,勇敢的adv.努力地,辛苦地,坚硬地"
jeopardy,"n.危险,危险"
tardy,adj.拖拉非
sturdy,"adj.强健的,坚定的,毫不含糊的n.[兽医]家畜晕倒病"
gaudy,adj.华而不实的
cagey,"adj.谨慎小心的,精明的"
off-key,
medley,"n.混杂的人群,杂乱的一团,混合物,杂录,[音]集成曲adj.混合的,拼凑的"
motley,"adj.杂色的,五颜六色的,穿染色衣的,混杂的n.杂色,杂色衣服,混杂,小丑"
purvey,"v.供给,供应"
defy,"vt.不服从,公然反抗,藐视,挑衅,违抗,使...难于n.挑战"
rarefy,v.稀薄
pacify,"vt.使平静,安慰,抚慰"
calcify,"vi.变成石灰质,钙化vt.使成石灰,使钙化"
deify,v.神化
qualify,"v.(使)具有资格,证明合格,限制修饰vt.限制,限定"
vilify,"vt.诽谤,辱骂,贬低,轻视"
mollify,v.平息
verify,"vt.检验,校验,查证,核实 [计] 打开或关闭文件的读写校验"
petrify,"v.石化,吓呆"
intensify,vt.加强vi.强化
ossify,"vt.使骨化,使硬化vi.骨化,硬化,变得无情"
ratify,"vt.批准,认可"
gratify,vt.使满足
stratify,vt.(使)成层
sanctify,v.尊崇
stultify,"vt.使显得愚笨,使变无效,使成为徒劳"
fortify,"vt.设防于,增强(体力,结构等)使坚强,增加,(酒)的酒精含量vi.筑防御工事"
justify,v.证明...是正当的
stodgy,"adj.油腻的,不易消化的,乏味的,暗淡的,塞满的,平凡的,庸俗的,笨重的"
elegy,"n.悲歌,挽歌"
groggy,"adj.酒醉的,东歪西倒的,摇摇晃晃的,头昏眼花的"
mangy,"adj.(兽)疥癣的,污秽的"
tangy,"adj.强烈盐味的,扑鼻的,有刺激性的"
dingy,"adj.暗黑的,邋遢的"
stingy,"adj.吝啬的,小气的,缺乏的,有刺的"
terminology,n.术语学
calligraphy,n.书法
demography,n.人口统计学
atrophy,"n.[医]萎缩,萎缩症"
apathy,"n.缺乏感情或兴趣,冷漠"
antipathy,"n.憎恶,反感"
pithy,"adj.有髓的,精练的"
frothy,"adj.起泡的,多泡的,空洞的"
finicky,"adj.过分注意的,过分讲究的,过分周到的"
balky,"adj.停止不前的,倔强的,执拗的"
quirky,"adj.诡诈的,离奇的"
murky,adj.黑暗的
husky,"adj.谷的,像谷的,(声音)沙哑的,嘶哑的"
fluky,"adj.侥幸的,幸中的,不可靠的,变化无常的(尤指风)"
gawky,"adj.迟钝的,笨拙的"
worldly,adj.世间的
timely,"adj.及时的,适时的"
homely,adj.家常的
gadfly,"n.牛蝇,形似苍蝇,讨厌的人"
homily,"n.[宗](尤指讲解<<圣经>>的)布道,(冗长乏味的)说教"
wily,adj.老谋深算的
ally,"v.结盟,与...(在血统,性质等上)有关联,同盟n.同盟国,支持者"
dally,"v.玩弄,戏弄,延误"
willy-nilly,
bully,"n.欺凌弱小者vt.威吓,威逼"
seemly,adj.适宜的
slovenly,"adj.懒散的,不修边幅的"
ungainly,"adj.难看的,不象样的,笨拙的adv.笨拙地,难看地,不雅地"
miserly,"adj.吝啬的,贪婪的"
surly,"adj.粗暴的,乖戾的,阴沉的,无礼的,板面孔的"
sly,adj.狡猾的
measly,adj.[医]患麻疹的
grisly,"adj.恐怖的,可怕的,令人毛骨悚然的"
sprightly,adj.轻快的
unruly,"adj.不受拘束的,不守规矩的,蛮横的,难驾驭的"
seamy,"adj.露出线缝的,丑恶的"
grimy,"adj.污秽的,肮脏的"
palmy,"adj.多棕榈的,繁荣的,棕榈状的"
autonomy,n.自治
gloomy,"adj.黑暗的,阴沉的,令人沮丧的,阴郁的"
dichotomy,"n.两分,二分法,分裂"
smarmy,"adj.令人厌烦的,爱说奉承话的,虚情假意的"
ignominy,n.耻辱
spiny,"adj.多剌的,剌状的"
canny,"adj.谨慎的,精明的,节约的"
uncanny,adj.离奇的
cacophony,"n.刺耳的音调,不协和音,杂音"
felony,n.[律]重罪
hegemony,n.霸权
testimony,"n.证词(尤指在法庭所作的),宣言,陈述"
thorny,"adj.多刺的,痛苦的"
puny,"adj.小的,弱的,微不足道的"
coy,"adj.腼腆的,怕羞的,卖弄风情的"
alloy,"n.合金vt.使成合金,减低成色"
ploy,"n.策略,趣味,工作"
deploy,"v.展开,配置"
annoy,"vt.使苦恼,骚扰"
toy,
buoy,"n.(湖,河等中的)浮标,浮筒,救生圈vt.使浮起,支撑,鼓励"
scrappy,"adj.爱打架的,斗志旺盛的,细小的,碎屑的,杂凑的,不连贯的"
sloppy,"adj.潮湿的,多阴雨的,溅湿的,溅污的,肥大的"
raspy,"adj.刺耳的,焦躁的,易怒的"
quandary,"n.困惑,窘境,进退两难"
dreary,adj.沉闷的
vagary,"n.奇特行为,奇想,反复无常的行为"
chary,"adj.仔细的,谨慎的,吝啬的"
intermediary,"n.仲裁者,调解者,中间物adj.中间的,媒介的"
subsidiary,"adj.辅助的,补充的"
incendiary,"adj.纵火的,煽动的n.纵火犯,煽动者,燃烧弹"
pecuniary,"adj.金钱的,金钱上的,应罚款的"
ancillary,"adj.补助的,副的"
exemplary,"adj.可仿效的,可做模范的,警戒性的,惩戒性的"
mercenary,adj.唯利是图的
luminary,"n.发光体(如日、月等天体),知识渊博的人"
visionary,"adj.幻影的,幻想的,梦想的n.空想家,梦想者,好幻想的人"
reactionary,"adj.反作用的,反动的n.反动分子"
discretionary,"adj.任意的,自由决定的"
eleemosynary,"adj.施舍的,接受接济的,慈善的"
hoary,"adj.灰白的,(因年迈而)头发灰白的,古代的,久远的"
arbitrary,"adj.任意的,武断的,独裁的,专断的"
adversary,"n.敌手,对手"
proprietary,"adj.所有的,私人拥有的n.所有者,所有权"
sanitary,"adj.(有关)卫生的,(保持)清洁的,清洁卫生的n.(有关生设备的)公共厕所"
sedentary,"adj.久坐的,坐惯的,土生的,不移栖的,沉积的n.惯于久坐的人"
complementary,"adj.补充的,补足的"
rudimentary,"adj.根本的,未发展的"
votary,n.信仰者
salutary,adj.有益的
sanctuary,n.避难所
wary,adj.机警的
decry,v.谴责
tawdry,"adj.俗丽的,非常华丽的n.俗丽的东西"
leery,"adj.机敏的,送秋波的,狡猾的"
drudgery,"n.苦差事,苦工"
skullduggery,n.=skulduggery
mockery,n.嘲笑
chicanery,"n.强辩,强词夺理,狡辩,欺骗"
slippery,"adj.滑的,光滑的"
effrontery,"n.厚颜无耻,厚颜无耻的行为"
mastery,n.掌握
pillory,"n.(古刑具)颈手枷,示众vt.上颈手枷,使惹人嘲笑"
provisory,adj.有附文的
cursory,"adj.匆匆忙忙的,粗略的,草率的"
accessory,"n.附件,零件,附加物,从犯,同谋者adj.附属的,补充的,同谋的,副的"
illusory,"adj.产生幻觉的,幻影的,错觉的,虚假的,不牢靠的"
mandatory,"adj.命令的,强制的,托管的"
laudatory,"adj.赞美的,赞赏的"
obligatory,"adj.义不容辞的,必须的"
nugatory,"adj.无价值的,没有力量的,无效的"
dilatory,"adj.拖拉的,不慌不忙的"
minatory,adj.威胁的
migratory,"adj.迁移的,流浪的"
conservatory,"n.温室,音乐学校"
refractory,"adj.难控制的,难熔的"
perfunctory,adj.马马虎虎的
transitory,adj.短时间的
desultory,"adj.散漫的,不连贯的,断断续续的"
inventory,"n.详细目录,存货,财产清册,总量"
peremptory,"adj.断然的,专横的,强制的"
savory,"adj.风味极佳的,可口的,味美的n.使人开胃的菜肴"
pry,
harry,"v.掠夺,折磨"
parry,n.躲避
symmetry,"n.对称,匀称"
paltry,"adj.不足取的,无价值的,琐碎的,下贱的"
fury,"n.狂怒,狂暴,激烈,狂怒的人,<希神>复仇女神"
penury,"n.贫困,贫穷"
wry,"adj.扭歪的,歪曲的,歪斜的v.扭曲,扭歪"
awry,"adj.歪曲的,错误的adv.歪斜地"
idiosyncrasy,"n.特质,特性"
fantasy,"n.幻想,白日梦"
ecstasy,n.入迷
apostasy,"n.变节,背教,脱党"
heresy,"n.异端,异教"
clumsy,adj.笨拙的
rosy,"adj.蔷薇色的,玫瑰红色的"
brassy,"adj.象黄铜的,厚脸皮的n.铜头高尔夫球棍"
glossy,"adj.平滑的,有光泽的"
fussy,"adj.为琐事而担忧的,过分装饰的,繁琐的,急躁,爱挑剔的,难取悦的,"
frowsy,"不整洁的,懒散的"
nicety,"n.美好,准确,精密,纤细"
notoriety,"n.恶名,丑名,声名狼藉,远扬的名声"
propriety,n.适当
rickety,"adj.[医]患佝偻病的,驼背的,摇摆的"
shifty,adj.变化的
lofty,"adj.高高的,崇高的,高傲的,高级的"
probity,n.正直
paucity,n.极小量
vitality,"n.活力,生命力,生动性"
sensuality,"n.好色,淫荡,感觉性"
fidelity,"n.忠实,诚实,忠诚,保真度,(收音机,录音设备等的)逼真度,保真度,重现精度"
liability,"n.责任,义务,倾向,债务,负债,与assets相对"
agility,"n.敏捷,活泼"
tranquility,n.宁静
civility,"n.礼貌,端庄"
amity,"n.友好,亲善关系"
calamity,"n.灾难,不幸事件"
enmity,"n.敌意,憎恨"
comity,"n.礼让,礼仪,团结,联合"
sanity,n.心智健全
amenity,"n.宜人,礼仪"
affinity,"n.密切关系,吸引力,姻亲关系,亲合力"
indemnity,"n.保证物,赔偿物,赔款,补偿,保证"
solemnity,"n.严肃,一本正经"
impunity,"n.不受惩罚,免罚,无患"
serendipity,n.有意外发现珍宝的运气
peculiarity,"n.特性,怪癖"
clarity,"n.清楚,透明"
parity,n.奇偶
alacrity,"n.敏捷,活泼,爽快"
temerity,"n.卤莽,蛮勇"
asperity,"n.严酷,粗暴,刻薄"
integrity,"n.正直,诚实,完整,完全,完整性"
authority,"n.权威,威信,权威人士,权力,职权,典据,著作权威"
propensity,n.倾向
adversity,"n.不幸,灾祸,逆境"
diversity,"n.差异,多样性"
nonentity,n.不存在
perspicuity,n.明白
equity,"n.公平,公正,公平的事物,资产净值,[律]平衡法"
iniquity,n.不公正
depravity,n.堕落
levity,"n.轻率,轻浮,不稳定,多变"
brevity,"n.(时间)短暂,(讲话,文章等)简短"
proclivity,n.倾向
royalty,"n.皇室,王权"
jaunty,"adj.感到自信和自满的,洋洋得意的"
hasty,"adj.匆忙的,草率的"
tasty,"adj.好吃的,可口的n.好吃的东西,吸引人的东西"
testy,"adj.易怒的,暴躁的"
travesty,"n.滑稽的转写,漫画,滑稽模仿vt.使滑稽化"
zesty,adj.兴致很高的
feisty,"adj.易怒的,活跃的"
frosty,"adj.结霜的,严寒的,霜状的,冷淡的,(头发)灰白的,多霜"
fusty,"adj.旧式的,霉臭的,陈腐的,古板的"
nasty,"adj.污秽的,肮脏的,令人厌恶的,淫秽的,下流的,凶相的,威胁的"
natty,adj.整洁的
tatty,"adj.破旧的,褴褛的,不值钱的"
petty,"adj.小的,不重要的,小规模的,小型的,细微的,小器的,卑鄙的"
knotty,"adj.(木材等)多结的,多节的,多瘤的,棘手的,困难多的"
obloquy,"n.漫骂,毁谤"
soliloquy,"n.自言自语,独白"
scurvy,"adj.下流的,卑鄙的,无礼的n.[医]坏血病"
topsy-turvy,
savvy,"v.知道,了解n.机智,头脑,理解,悟性"
frenzy,"n.狂暴,狂怒"
