favour,"n.亲切,宠爱"
luxuriant,"adj.丰产的,丰富的,肥沃的,奢华的"
portend,v.预示
tough,"n.恶棍adj.强硬的,艰苦的,坚强的,坚韧的,强壮的,吃苦耐劳的,凶恶的,粗暴的adv.<口>强硬地,顽强地vt.<美口>忍受,耐,坚持"
conserve,"vt.保存,保藏"
shutter,"n.关闭者,百叶窗,快门,<美俚>安眠药;vt.关上,装以遮门,以百叶窗遮闭"
locality,"n.位置,地点"
budget,"n.预算vi.做预算,编入预算"
flap,"n.拍打,拍打声,副翼v.拍打,鼓翼而飞,飘动,拉下(帽)的边,扔,掷"
brutal,"adj.残忍的,兽性的"
ornament,"n.装饰物,教堂用品vt.装饰,修饰"
primitive,"adj.原始的,远古的,粗糙的,简单的"
topography,n.地形学
primary,"adj.第一位的,主要的,初步的,初级的,原来的,根源的"
lane,"n.(乡间)小路,巷,里弄,狭窄的通道,航线"
shave,"v.剃,刮,削刮vt.刨,削n.刮脸"
emit,"vt.发出,放射,吐露,散发,发表,发行"
mastery,n.掌握
exorbitant,"adj.过度的,过高的,昂贵的"
erode,"vt.侵蚀,腐蚀,使变化vi.受腐蚀,逐渐消蚀掉"
invasive,adj.入侵的
buckle,"n.带扣v.扣住,变弯曲"
aggregate,"n.合计,总计,集合体adj.合计的,集合的,聚合的v.聚集,集合,合计"
annual,"n.一年生植物,年刊,年鉴adj.一年一次的,每年的,一年生的"
imply,"vt.暗示,意味"
merge,"v.合并,并入,结合,吞没,融合"
dominant,"adj.有统治权的,占优势的,支配的adj.[生物] 显性的"
melt,"v.(使)融化,(使)熔化,使软化,使感动"
flee,"vt.逃避,逃跑,逃走vi.消散,逃,消失"
lapse,"n.失误,下降,流逝,丧失,过失v.失检,背离,堕入,流逝,失效,下降"
induction,"n.感应,感应现象,归纳"
condense,"v.(使)浓缩,精简"
feign,"vt.假装,装作,捏造,<古>想象vi.作假"
exceptional,"adj.例外的,异常的"
dispute,"v.争论,辩论,怀疑,抗拒,阻止,争夺(土地,胜利等)n.争论,辩论,争吵"
manipulate,"vt.(熟练地)操作,使用(机器等),操纵(人或市价、市场),利用,应付,假造vt.(熟练地)操作,巧妙地处理"
crawl,"vi.爬行,蠕动,徐徐行进n.爬行,蠕动,缓慢的行进"
flexible,"adj.柔韧性,易曲的,灵活的,柔软的,能变形的,可通融的"
adore,"v.崇拜,爱慕,(口语)喜爱"
inevitable,"adj.不可避免的,必然的"
predicate,n.谓词v.断言
dictate,"v.口述,口授,使听写,指令,指示,命令,规定n.指示(指理智,变心)"
destitute,"adj.困穷的,缺乏的"
available,"adj.可用到的,可利用的,有用的,有空的,接受探访的"
temporary,"adj.暂时的,临时的,临时性"
stereo,"n.立体声系统,立体声,[印]铅版,立体照片adj.立体的,立体感觉的"
drought,"n.干旱,缺乏"
enact,"vt.制定法律,颁布,扮演"
contemporary,"n.同时代的人adj.当代的,同时代的"
convene,"v.召集,集合"
extort,"v.敲诈,逼取,强取,勒索"
grapple,v.格斗
cursory,"adj.匆匆忙忙的,粗略的,草率的"
insert,"vt.插入,嵌入n.插入物"
alley,"n.小路,巷,(花园里两边有树篱的)小径"
emission,"n.(光、热等的)散发,发射,喷射"
irrigation,"n.灌溉,冲洗"
deposit,"n.堆积物,沉淀物,存款,押金,保证金,存放物vt.存放,堆积vi.沉淀"
refurbishment,
ambience,"n.周围环境,气氛"
assay,n.化验v.化验
consort,"vi.配偶(指夫或妻),(尤指)君王或女王的配偶,同航线的船vi.陪伴,结交,符合vt.使配对"
siege,"n.包围,围城,长期努力,不断袭击,围攻v.包围,围攻"
expansion,"n.扩充,开展,膨胀,扩张物,辽阔,浩瀚"
flush,"n.奔流,晕红,激动,萌芽,活力旺盛,发烧,一手同花的五张牌,惊鸟;adj.挥霍的,直接的,泛滥的;adv.齐平地,直接地;vi.(脸)发红,奔涌,充沛,惊飞;vt.淹没,冲洗,使脸红,使齐平,使惊飞,使激动"
comic,"n.滑稽演员adj.滑稽的,喜剧的"
enclosure,"n.围住,围栏,四周有篱笆或围墙的场地"
panic,"n.惊慌,恐慌,没有理由的"
scruple,"n.踌躇,犹豫,微量,吩,审慎vi.踌躇,有顾忌,迟疑"
accrue,"vi.自然增加,产生"
morale,"n.士气,民心"
euthanasia,n.安乐死
delineate,v.描绘
selective,"adj.选择的,选择性的"
crew,"n.全体人员,(工作)队 vbl.crow的过去式"
pilot,"n.飞行员,领航员,引水员vt.驾驶(飞机等),领航,引水v.驾驶"
slum,n.贫民窟vi.访问贫民区
pension,"n.养老金,退休金"
efficacy,"n.功效,效验"
ludicrous,"adj.可笑的,滑稽的,愚蠢的"
perverse,adj.不正当的
contingent,"adj.可能发生的,附随的,暂时的n.偶然的事情,分遣队"
delicacy,n.微妙
aware,"adj.知道的,明白的,意识到的"
formality,"n.拘谨,礼节,仪式,正式手续,拘泥形式"
burst,"v.爆裂,炸破,急于,爆发n.突然破裂,爆发,脉冲"
engrave,"v.雕刻,(线条,文字,图案)于一硬面上,深印于(心上),使铭记,铭刻"
forum,"n.古罗马城镇的广场(或市场),论坛,法庭,讨论会"
regimen,"n.摄生法,政权,政体"
homeopathy,n.同种疗法
tickle,"n.搔,胳肢,发痒vt.胳肢,逗笑,使高兴,使发痒vi.觉得痒,使人痒"
turnover,"n.翻覆,翻折,半圆卷饼,流通量,营业额,周转adj.有一部分翻转的,可翻转的"
repellent,adj.排斥的
confusion,"n.混乱,混淆"
marvellous,
enlist,"v.征募,谋取(支持、赞助等),应募,赞助,支持,征召,参军"
informant,"n.通知的人,密告者,被调查的人"
visible,"adj.看得见的,明显的,显著的n.可见物"
hiccup,n.打嗝v.打嗝
perquisite,"n.额外补贴,临时津贴"
scrupulous,"adj.小心谨慎的,细心的"
excavate,"v.挖掘,开凿,挖出,挖空"
pivotal,"adj.枢轴的,关键的"
spoil,"vt.损坏,搞糟,宠坏,溺爱v.扰乱"
dense,"adj.密集的,浓厚的"
coincide,"vi.一致,符合"
elaborate,"adj.精心制作的,详细阐述的,精细vt.精心制作,详细阐述v.详细描述"
opponent,"adj.对立的,对抗的n.对手,反对者"
stint,v.紧缩节省
hybrid,"n.杂种,混血儿,混合物adj.混合的,杂种的"
succumb,"vi.屈服,屈从,死"
clientele,"n.诉讼委托人,客户"
paraphernalia,n.随身用具
entitle,"vt.给...权利(或资格),给...题名,给...称号v.授权,授权"
collapse,"n.倒塌,崩溃,失败,虚脱vi.倒塌,崩溃,瓦解,失败,病倒"
vessel,"n.船,容器,器皿,脉管,导管"
pine,"n.松树,树木v.消瘦,憔悴,渴望,渴慕"
detach,"vt.分开,分离,分遣,派遣(军队)"
antiseptic,"adj.防腐的,杀菌的,消过毒的n.防腐剂,杀菌剂"
peripheral,adj.外围的n.外围设备
brazen,"adj.黄铜制的,厚颜无耻的"
prowess,n.威力
forensic,"adj.法院的,适于法庭的,公开辩论的n.辩论术"
critic,"n.批评家,评论家,吹毛求疵者"
arrogance,"n.傲慢态度,自大"
decay,"vi.腐朽,腐烂,衰减,衰退n.腐朽,腐烂,衰减,衰退v.衰落"
fragile,"adj.易碎的,脆的"
tremendous,"adj.极大的,巨大的"
ingenuity,"n.机灵,独创性,精巧,灵活性"
unblemished,adj.无疵的
spiral,adj.螺旋形的n.螺旋v.盘旋
slouch,v.懒散
venom,"n.(蛇的)毒液,恶意,怨恨vt.放毒,使恶毒"
poisonous,adj.有毒的
friction,"n.摩擦,摩擦力"
residential,"adj.住宅的,与居住有关的"
misconception,n.误解
deceive,"v.欺骗,行骗"
holistic,"adj.整体的,全盘的"
chink,"n.裂口,裂缝,叮当声v.(使)叮当响 <蔑>中国佬"
opulent,"adj.富裕的,丰富的,丰饶的,繁茂的"
tranquility,n.宁静
annotation,"n.注解,评注 注解,注释"
combat,"n.战斗,格斗v.战斗,搏斗,抗击"
asset,"n.资产,有用的东西"
infection,"n.[医] 传染,传染病,影响,感染"
livelihood,"n.生计,谋生"
livestock,"n.家畜,牲畜"
tame,"adj.(指动物)驯服的、柔顺的,(指人)没精打彩的、顺从的,被开垦的,沉闷的,乏味的,平淡的vt.驯养,驯服,制服,使变得平淡vi.变得驯服"
slumber,n.睡眠v.睡眠
arboreal,"adj.树的,乔木的,树栖的"
tug,"v.用力拖,吃力地搬运,苦干,用拖轮拖,拖拉n.拖,苦干,拖船,(牵引用的)绳索"
custodial,"adj.保管的,保管人的n.[宗]圣物保管容器"
diverse,"adj.不同的,变化多的"
predominate,"vt.掌握,控制,支配vi.统治,成为主流,支配,占优势"
coral,"n.珊瑚,珊瑚虫"
discipline,"n.纪律,学科v.训练"
innocent,"adj.(～ of) 清白的,无罪的,天真的,无知的"
inconsistency,n.矛盾
overpopulation,n.人口过剩
preventive,adj.预防性的
triple,"n.三倍数,三个一组adj.三倍的vt.三倍与vi.增至三倍"
staggering,"adj.蹒跚的,摇晃的,另人惊愕的"
revise,"vt.修订,校订,修正,修改"
column,"n.圆柱,柱壮物,专栏,纵队"
ingredient,"n.成分,因素"
authority,"n.权威,威信,权威人士,权力,职权,典据,著作权威"
exotic,"adj.异国情调的,外来的,奇异的"
settlement,"n.沉降,解决,结算,殖民,殖民地"
thermometer,"n.温度计,体温计"
overconfidence,"n.过分相信,自负"
beforehand,adv.预先
excruciating,"adj.极痛苦的,折磨人的"
stable,adj.稳定的
conduce,"v.导致,有利于"
episode,"n.一段情节,[音]插曲,插话,有趣的事件"
monopoly,"n.垄断,垄断者,专利权,专利事业"
disharmony,n.不调和
refundable,adj.可偿还的
stubborn,"adj.顽固的,固执的,坚定的,坚决的,难应付的,难处理的"
immense,"adj.极广大的,无边的,<口>非常好的"
ambulance,"n.战时流动医院,救护车"
puerile,"adj.幼稚的,孩子气的,未成熟的,平庸的"
exclude,"vt.拒绝接纳,把...排除在外,排斥"
plot,"n.小块土地,地区图,图,秘密计划(特指阴谋),(小说的)情节.结构vt.划分,绘图,密谋vi.密谋,策划"
peak,"n.山顶,顶点,帽舌,(记录的)最高峰adj.最高的vi.到达最高点,消瘦,缩小vt.使竖起,使达到最高点"
sentence,"n.句子,判决,宣判,文句vt.宜判,判决"
statistic,"n.统计量adj.统计的,统计学的"
malnutrition,"n.营养失调,营养不良"
biased,"adj.(统计试验中)结果偏倚的,[数]有偏的"
unveil,"vt.使公诸于众,揭开,揭幕,除去...的面纱vi.显露,除去面纱"
inflame,v.燃烧
configuration,"n.构造,结构,配置,外形"
arrangement,"n.排列,安排"
glimpse,"n.一瞥,一看v.瞥见"
ethnic,"adj.人种的,种族的,异教徒的"
retailing,n.零售业
upcoming,"adj.即将来临的,预定将要"
plateau,"n.高地,高原(上升后的)稳定水平(或时期、状态)"
quota,"n.配额,限额"
lucrative,adj.有利的
strain,"n.过度的疲劳,紧张,张力,应变vt.扭伤,损伤v.拉紧,扯紧,(使)紧张,尽力"
annihilate,"vt.消灭,歼灭"
professional,"n.自由职业者,专业人员,职业运动员,职业艺人adj.专业的,职业的"
inclusion,"n.包含,内含物"
recognise,"v.承认,识别,认可"
controversial,"adj.争论的,争议的"
conviction,"n.深信,确信,定罪,宣告有罪"
redemption,"n.赎回,偿还,拯救,履行"
rotate,v.(使)旋转 /v.旋转/翻转
distributor,n.发行人
communal,"adj.公共的,公社的"
transient,"adj.短暂的,瞬时的n.瞬时现象"
undetected,"adj.未被发现的,未被识破的"
windscreen,n.风档玻璃
sewage,"n.下水道,污水v.用污水灌溉,装下水道于"
parallel,"adj.平行的,相同的,类似的,并联的n.平行线,平行面,类似,相似物v.相应,平行"
vacancy,"n.空,空白,空缺,空闲,清闲,空虚"
intrinsic,
outlay,n.费用
conversely,"adv.倒地,逆地"
accommodate,"vt.供应,供给,使适应,调节,和解,向...提供,容纳,调和;vi.适应"
sluttish,"adj.懒惰的,邋遢的,淫荡的"
victim,"n.受害人,牺牲者,牺牲品"
crude,"adj.天然的,未加工的,粗糙的,拙劣的,粗鲁的n.天然的物质"
punctual,"adj.严守时刻的,准时的"
inductive,"adj.诱导的,感应的"
pensioner,"n.领年金者,跟班"
aggravate,"vt.使恶化,加重"
asthma,n.[医]哮喘
feeble,"adj.虚弱的,衰弱的,无力的,微弱的,薄弱的"
bizarre,"adj.奇异的(指态度,容貌,款式等)"
hierarchy,n.层次 层级
specialist,"n.专门医师,专家"
domination,"n.控制,统治,支配"
account,"n.计算,帐目,说明,估计,理由;vi.说明,总计有,认为,得分;vt.认为"
by-product,
prosperous,adj.繁荣的
dash,"n.少量(搀加物),冲撞,破折号,锐气,精力,干劲vi.猛掷,冲撞vt.泼溅,使猛撞,搀和,使破灭,使沮丧,匆忙完成"
delta,"n.三角州,德耳塔(希腊字母的第四个字)"
hail,"n.冰雹,致敬,招呼,一阵vt.向...欢呼,致敬,招呼,使象下雹样落下,猛发vi.招呼,下雹int.万岁,欢迎"
tariff,"n.关税,关税表,税则,(旅馆,饭店等的)价目表、价格表vt.课以关税"
taunt,"n.辱骂,嘲弄vt.嘲弄,奚落adj.[海](桅杆)很高的"
temper,"n.(钢等)韧度,回火,性情,脾气,情绪,心情,调剂,趋向v.(冶金)回火、锻炼,调和,调节"
preventative,adj.&n.=preventive
hitherto,"adv.迄今,至今"
worn-out,
attainable,"adj.可到达的,可得到的"
flutter,"n.摆动,鼓翼,烦扰vi.鼓翼,飘动,悸动,乱跳,烦扰vt.拍(翅),使焦急"
mythology,n.神话
shuttle,"n.往返汽车(列车、飞机),航天飞机,梭子,穿梭v.穿梭往返"
fertilise,vt.<主英>=fertilize
catalyse,"v.催化,促成"
conclude,"v.结束,终止,决定,作出结论vt.推断,断定,缔结,议定"
mechanism,"n.机械装置,机构,机制"
directory,"n.姓名地址录,目录"
bullet,n.子弹
unforeseen,adj.无法预料的
nasty,"adj.污秽的,肮脏的,令人厌恶的,淫秽的,下流的,凶相的,威胁的"
buffer,"n.缓冲,缓冲器"
booming,adj.急速发展的
legislative,"adj.立法的,立法机关的n.立法机关"
enigma,"n.谜,不可思议的东西"
beware,"v.小心,谨防"
misjudge,v.判断错
in-depth,
sanction,"n.批准,同意,支持,制裁,认可v.批准,同意,支持,鼓励,认可"
obligation,"n.义务,职责,债务"
beverage,n.饮料
profile,"n.剖面,侧面,外形,轮廓"
offset,"n.偏移量,抵销,弥补,分支,平版印刷,胶印vt.弥补,抵销,用平版印刷vi.偏移,形成分支"
transcript,n.抄本
propagate,"v.繁殖,传播,宣传"
announce,"vt.宣布,通告"
unbeatable,"adj.无敌的,无与伦比的"
glamorous,"adj.富有魅力的,迷人的"
booklet,n.小册子
continuity,"n.连续性,连贯性"
immigration,"n.外来的移民,移居入境"
commencement,"n.开始,毕业典礼"
despise,vt.轻视
calibrate,v.校准
prosaic,"adj.散文的,散文体的,平凡的"
classify,"vt.分类,分等"
sceptical,"adj.怀疑论的,怀疑的"
advent,"n.(尤指不寻常的人或事)出现,到来 (Advent)n. 基督降临 2降临节"
sprinkle,"v.撒(某物)于(某物之表面),洒,喷撒"
output,"n.产量,输出,输出量"
extinguish,"vt.熄灭,消灭,压制,使黯然失色,偿清"
inclination,"n.倾斜,弯曲,倾度,倾向,爱好"
overrun,"n.泛滥成灾,超出限度vt.蹂躏,超过,泛滥vi.泛滥,蔓延"
jumble,"v.混杂,搞乱n.混乱"
authenticate,v.鉴别
define,"vt.定义,详细说明"
valid,"adj.[律]有效的,有根据的,正当的,正确的"
notification,"n.通知,布告,告示"
incoming,adj.引入的
ambitious,"adj.有雄心的,野心勃勃的"
compassionate,adj.富于同情心的
dissertation,"n.(学位)论文,专题,论述,学术演讲"
freight,"n.货物,船货,运费,货运vt.装货,使充满,运送"
vomit,"n.呕吐,呕吐物,催吐剂vi.呕吐,大量喷出vt.吐出,呕吐"
rudimentary,"adj.根本的,未发展的"
noticeable,"adj.显而易见的,值得注意的"
neglect,"vt.忽视,疏忽,漏做n.忽视,疏忽,漏做"
standby,"n.可以信任的人,使船待命的信息 备用"
accessory,"n.附件,零件,附加物,从犯,同谋者adj.附属的,补充的,同谋的,副的"
outweigh,v.在重量(或价值等)上超过
penetration,"n.穿过,渗透,突破"
foyer,"n.休息室,大厅"
circulation,"n.循环,流通,发行额"
thorny,"adj.多刺的,痛苦的"
rampant,"adj.猖獗的,蔓生的,猛烈的,狂暴的,跛拱的"
notion,"n.概念,观念,想法,意见,打算,主张,(复数)<美语>小饰物"
erosion,"n.腐蚀,侵蚀"
bait,"n.饵,诱惑物vt.以饵引诱(动物),把饵装上,欺负,折磨vi.中途休息"
unconcerned,"adj.不关心的,无忧虑的,不相关的"
narration,n.叙述
elusive,"adj.难懂的,难捉摸的,易忘的"
filthy,"adj.不洁的,污秽的,丑恶的"
entwine,"v.(使)缠住,(使)盘绕"
custody,n.保官
fraught,adj.充满...的
personalise,vt.<主英>=personalize
vacuum,"n.真空,空间,真空吸尘器adj.真空的,产生真空的,利用真空的vt.用真空吸尘器打扫"
colonial,"adj.殖民的,殖民地的n.殖民地居民"
scandal,"n.丑行,丑闻,诽谤,耻辱,流言蜚语"
blueprint,"n.蓝图,设计图,计划vt.制成蓝图,计划"
obstruct,"v.阻隔,阻塞,遮断(道路、通道等)n.阻碍物,障碍物"
strip,"vt.剥,剥去n.条,带"
intersection,"n.[数]交集,十字路口,交叉点"
foster,"vt.养育,抚育,培养,鼓励,抱(希望) n.养育者,鼓励者"
arable,"adj.可耕的,适于耕种的"
definite,"adj.明确的,一定的"
intake,"n.(水管、煤气管等的)入口,进口,通风口,(在一定期间的)引入的量"
interdependent," ly//adv.相互依赖adj.相互依赖的,坏,相互依存地"
countless,"adj.无数的,数不尽的,"
accessible,"adj.易接近的,可到达的,易受影响的,可理解的"
resort,"vi.求助,诉诸,采取(某种手段等),常去n.凭借,手段,常去之地,胜地"
sleek,adj.圆滑的
tilt,"v.(使)倾斜,(使)翘起,以言词或文字抨击"
burgeon,n.嫩芽v.萌芽
encroach,"vi.(逐步或暗中)侵占,蚕食,超出通常(或正常)界线"
hiking,n.徒步旅行
entail,"vt.使必需,使蒙受,使承担,遗传给n.[建]限定继承权"
documentation,n.文件
favourable,"adj.赞成的,称许的,有利的,顺利的n.有利"
passionate,adj.充满热情的
merchandising,"n.商品之广告推销,销售规划"
sturdy,"adj.强健的,坚定的,毫不含糊的n.[兽医]家畜晕倒病"
linger,"v.逗留,闲荡,拖延,游移"
anecdote,"n.轶事,奇闻"
unanimous,"adj.意见一致的,无异议的"
abnormal,"adj.反常的,变态的"
transcend,"vt.超越,胜过"
privacy,"n.独处而不受干扰,秘密"
supervise,"v.监督,管理,指导"
outflow,"n.流出,流出物"
assimilation,"n.同化,同化作用,消化"
decoy,"n.猎鸟时以引诱别的鸟(特别是野鸭)集于一地的真鸟或假鸟,圈套,诱骗vt.诱骗"
acrobat,"n.(走钢丝的)杂技演员,随机应变者,翻云覆雨者"
perpetual,adj.永久的
topple,v.倾倒
context,"n.上下文,文章的前后关系"
amateur,"n.业余爱好者,业余艺术家"
recreation,"n.消遣,娱乐"
incidentally,"adv.附带地,顺便提及"
insufficient,"adj.不足的,不够的n.不足"
clench,"n.牢牢抓住,钉紧,敲弯的钉头v.紧握,(拳头)牢牢地抓住,确定,敲弯vi.握紧,钉牢"
violate,"vt.违犯,亵渎(圣物),冒犯,干扰,违反,妨碍,侵犯,强暴"
turnout,"n.聚集的人群,出席者,产量"
perimeter,"n.[树数] 周长,周界"
condensation,n.浓缩
questionnaire,"n.调查表,问卷"
harmony,"n.协调,融洽"
sharpen,"v.削尖,磨快,尖锐"
obedient,"adj.服从的,孝顺的"
homestay,n.(在国外的访问者)在当地居民家居住的时期
retractable,adj.可收回的
marginally,
bequeath,"vt.遗赠,遗留,把...传下去"
sundries,"n.pl.杂物,杂事"
procrastination,"n.延迟,拖延"
uncharted,"adj.海图上未标明的,未知的,不详的"
pollutant,n.污染物质
versus," prep.对(指诉讼,比赛等中),与...相对"
vigour,"n.[亦作vigor] 活力,元气,气势,魅力"
blend,vt.混和n.混和
bode,v.预示 vbl.忍耐
saline,"adj.盐的,苦涩的,由碱金属(或含镁之盐类)组成的n.盐湖,盐田,装盐所"
segregate,v.隔离
solitary,adj.孤独的
transmute,v.改变
rumour,"n.[亦作rumor] 谣言,传闻v.谣传"
delicate,"adj.精巧的,精致的,病弱的,脆弱的,微妙的,棘手的,灵敏的,精密的"
placement,"n.放置,布置,[足][橄]定位球"
horizon,"n.地平线n.地平(线),(知识,思想等的)范围,视野"
courteous,"adj.有礼貌的,谦恭的"
aerobics,"n.有氧运动法,增氧健身法(指跑步,优越等增强心肺循环功能的运动)"
curtail,"vt.缩减,减少(经费等),剥夺(某人的)特权(或官衔等),简略"
reimburse,v.偿还
heritage,"n.遗产,继承权,传统"
atrophy,"n.[医]萎缩,萎缩症"
naive,adj.天真的
notify,v.通报
organism,"n.生物体,有机体"
sniff,"v.用力吸,嗅,闻到,发觉,轻视,用力吸气n.吸,闻,吸气声,嗤之以鼻"
applaud,"v.拍手喝彩,称赞,赞同"
authentic,adj.可信的
vocational,adj.职业的
anonymous,adj.匿名的
diagnose,v.诊断
inundate,v.淹没
fitness,"n.适当,适切性"
nightmare,"n.梦魇,恶梦,可怕的事物"
troublesome,"adj.麻烦的,讨厌的,棘手的"
impoverish,"vt.使贫穷,使枯竭"
enormous,"adj.巨大的,庞大的,<古>极恶的,凶暴的"
crockery,"n.陶器,瓦器"
ejection,"n.喷出,排出物"
excusable,"adj.可原谅的,可容许的,言之有理的,可免除的"
frustration,"n.挫败,挫折,受挫"
mercenary,adj.唯利是图的
landscape,"n.风景,山水画,地形,前景v.美化"
analyse,"vt.分析,分解n.分析"
ethical,"adj.与伦理有关,民族的,民族特有的"
bombard,
leak,"n.漏洞,漏出,漏出物,泄漏,<俚>撒尿vi.漏,泄漏vt.使渗漏"
stark,"adj.刻板的,十足的,赤裸的,荒凉的adv.完全地"
orientation,"n.方向,方位,定位,倾向性,向东方"
outskirts,"n.边界,(尤指)市郊"
differentiate,"v.区别,区分"
spurious,"adj.伪造的,假造的,欺骗的"
ignorance,"n.无知,不知"
tighten,"v.变紧,绷紧,拉紧"
boast,"n.自夸,值得夸耀的事物v.自夸,以有...而自豪"
starvation,"n.饥饿,饿死"
wrinkle,n.皱纹v.使皱
dimensional,adj.空间的
seep,"v.渗出,渗漏"
cripple,n.跛子v.削弱
extra-curricular,
dilapidate,"v.(使)荒废,(使部分)毁坏,浪费"
accounting,"n.会计学,清算帐目"
original,"adj.最初的,原始的,独创的,新颖的n.原物,原作"
destiny,"n.命运,定数"
temperate,"adj.有节制的,适度的,戒酒的,(气候)温和的"
acute,"adj.敏锐的,[医]急性的,剧烈"
integral,"adj.完整的,整体的,[数学] 积分的,构成整体所需要的n.[数学] 积分,完整,部分"
anthropology,n.人类学
dilute,"v.冲淡,变淡,变弱,稀释adj.淡的,弱的,稀释的"
compatible,"adj.谐调的,一致的,兼容的"
hypnotic,"adj.催眠的,易被催眠的n.催眠药"
justice,"n.正义,正当,公平,正确,司法,审判,欣赏"
certificate,"n.证书,证明书vt.发给证明书,以证书形式授权给..."
anniversary,n.周年纪念
correspond,"vi.符合,协调,通信,相当,相应"
expectancy,"n.期待,期望"
overdraft,"n.透支,透支之款项"
preface,"n.序文,绪言,前言vi.作序,写前言vt.为...写序言,开始"
relish,n.意味
vicious,"adj.恶的,不道德的,恶意的,刻毒的,堕落的,品性不端的,有错误的"
proprietary,"adj.所有的,私人拥有的n.所有者,所有权"
caution,"n.小心,谨慎,警告vt.警告"
horrify,"v.使恐怖,使极度厌恶,惊骇"
contradiction,"n.反驳,矛盾"
prolong,"vt.延长,拖延"
chaos,"n.混乱,混沌(宇宙未形成前的情形)"
debris,"n.碎片,残骸"
diffuse,"v.散播,传播,漫射,扩散,(使)慢慢混合adj.散开的,弥漫的"
jury,"n.[律] 陪审团,评判委员会,陪审员adj.[海]临时应急的"
millennium,"n.太平盛世,一千年"
posterity,"n.子孙,后裔"
scare,"v.惊吓,受惊,威吓n.惊恐,恐慌,恐惧"
destruction,"n.破坏,毁灭"
hover,v.盘旋
crush,"vt.压碎,碾碎,压服,压垮,粉碎,(使)变形"
bark,"n.树皮,吠声v.吠,咆哮,剥树皮"
estrange,v.疏远
seclude,v.隔离
fete,"n.庆祝,祭祀,节日vt.宴请,招待,给予...巨大的荣誉"
compensate,"v.偿还,补偿,付报酬"
consanguinity,"n.血亲,血缘,亲密关系"
quotation,"n.引用语,价格,报价单,行情表"
delivery,"n.递送,交付,分娩,交货,引渡n.[律] 财产等的正式移交 发送,传输"
permanent,"adj.永久的,持久的"
soothing,"adj.抚慰的,使人宽心的"
bold,adj.大胆的n.粗体
shin,"n.[解]胫骨v.攀,爬"
integrate,"vt.使成整体,使一体化,求...的积分v.结合"
palatable,adj.美味的
gauge,"n.标准尺,规格,量规,量表v.测量"
anomaly,"n.不规则,异常的人或物"
acceptable,"adj.可接受的,合意的"
self-esteem,
imposing,"adj.使人难忘的,壮丽的"
converse,"n.相反的事物,倒,逆行adj.相反的,颠倒的vi.谈话,交谈,认识"
tolerate,"vt.忍受,容忍"
resemble,"vt.象,类似"
compile,"vt.编译,编辑,汇编"
unmanned,"adj.无人的,无人居住的,失掉男子气概的,被阉割的"
hospitality,"n.好客,宜人,盛情"
smear,"v.涂上,抹掉,涂污,诽谤,抹去n.油迹,污点,涂片,釉,中伤"
diversify,"v.使多样化,作多样性的投资"
roughly,"adv.概略地,粗糙地"
originate,"vt.引起,发明,发起,创办vi.起源,发生"
acoustic,"adj.有关声音的,声学的,音响学的"
competitive,adj.竞争的
revegetate,"v.[植] 再生长,再植"
replicate,v.复制
anecdotal,"adj.轶话的,多轶事趣闻的,轶事一样的"
hostility,"n.敌意,恶意,不友善,敌对,对抗,反对"
enigmatic,"adj.谜一般的,高深莫测的"
thesis,"n.论题,论文"
bud,"n.芽,蓓蕾vi.发芽,萌芽"
calculate,"v.计算,考虑,计划,打算v.<美>以为,认为"
caring,
random,"n.随意,任意adj.任意的,随便的,胡乱的adv.胡乱地"
mortality,n.死亡率
gravity,"n.地心引力,重力"
barbaric,"adj.野蛮的,粗野的,毫无约束的,肆无忌惮的"
acquisitive,"adj.想获得的,有获得可能性的,可学到的"
greasy,"adj.多脂的,油脂的,油污的"
signature,"n.签名,署名,信号"
occupy,"vt.占,占用,占领,占据"
assistant,"n.助手,助教adj.辅助的,助理的"
ministry,n.(政府的)部门
backbone,"n.脊椎,中枢,骨干,支柱,意志力,勇气,毅力,决心;骨干网"
disastrous,"adj.损失惨重的,悲伤的"
charter,"vt.租,包(船、车等)n.宪章"
evacuate,"v.疏散,撤出,排泄"
grin,"n.露齿笑,裂口笑v.露齿而笑"
auspicious,"n.吉兆的,幸运的"
version,"n.译文,译本,翻译"
alter,v.改变
eternal,"adj.永恒的,永远的,不灭的,没完没了的"
habitat,"n.(动植物的)生活环境,产地、栖息地,居留地,自生地,聚集处"
glorious,"adj.光荣的,显赫的"
centennial,n.百年纪念adj.一百年的
intensity,"n.强烈,剧烈,强度 亮度"
hypothesis,n.假设
curtain,"n.窗帘,门帘v.装上门帘"
squirt,v.喷出
pattern,"n.模范,式样,模式,样品,格调,图案vt.模仿,仿造,以图案装饰vi.形成图案"
robotic,
eco-friendly,
hence,"adv.因此,从此"
lag,"n.落后,囚犯,迟延,桶板,防护套adj.最后的vi.缓缓而行,滞后vt.落后于,押往监狱,加上外套"
maintenance,"n.维护,保持,生活费用,扶养"
disparage,"vt.蔑视,贬损,使失去信誉"
shrink,"v.收缩,(使)皱缩,缩短"
groan,"n.呻吟,叹息vi.呻吟,受折磨,受压迫发出嘎吱声vt.呻吟着说"
coalesce,v.接合
trace,"n.痕迹,踪迹,微量,迹线,缰绳vt.描绘,映描,画轮廓,追踪,回溯,探索vi.上溯,沿路走"
comment,"n.注释,评论,意见vi.注释,评论"
