triumph,"n.胜利,成功v.获得胜利"
lie,"vi.躺,平放,展现,展开,位于v.说谎,躺n.谎话,谎言"
lift,"n.举起,电梯,起重机,搭车vt.升高,提高,举起,空运vi.升起,(指雾等)消散,耸立"
light,"n.光,日光,发光体,灯adj.轻的,发光的,明亮的,浅的vt.点燃,照亮adv.轻地vi.点着,变亮"
lightning,"n.闪电 (""闪电"") 英国第一种超音速喷气式战斗机,英60年代的主力机种。"
like,"n.爱好,同样的人(或物)adj.相似的,同样的vt.喜欢,希望,愿意vi.喜欢,希望 prep.象,如同adv.可能"
likelihood,"n.可能,可能性"
likely,"adj.很可能的,合适的,可靠的,有希望的adv.或许,很可能"
likewise,"adv.同样地,照样地,又,也n.同样地"
limb,"n.肢,翼,分支"
limit,"n.界限,限度,限制vt.限制,限定"
limitation,"n.限制,局限性"
limited,"adj.有限的,狭窄的,缺乏创见的n.高级快车"
limp,"adj.柔软的,易曲的vi.跛行"
line,"n.绳,索,线路,航线,诗句vt.排成一行,顺...排列,划线于,使有线条,使起皱纹vi.排队"
list,"n.目录,名单,列表,序列,数据清单,明细表,条纹,[总称]各种上市证券vt.列出,列于表上,记入名单内,装布条vi.列于表上"
listen,"vi.听,听从v.听,收听"
liter,n.公升
little,"n.少许,一会儿,短时间adj.很少的,矮小的,短暂的,琐碎的adv.很少,稍微,完全不"
live,"adj.活的,生动的,精力充沛的,实况转播的,点燃的vi.活着,生活,居住,流在人们记忆中vt.过着,度过,经历adv.以实况地"
lively,"adj.活泼的,活跃的,栩栩如生的,真实的"
liver,"n.居住者,生活优裕的人,肝脏"
living,"n.生活,生计,生存空间,居住面积adj.活的,起作用的,逼真的,现存的"
living-room,
load,"n.负荷,重担,装载量,工作量,负载,加载vt.装载,装填,使担负vi.装货,装弹药,装料"
loaf,"n.一条面包,块,游荡v.游荡,虚度光阴"
loan,"n.(借出的)贷款,借出v.借,借给"
lobby,"n.大厅,休息室,<美>游说议员者vi.游说议员,经常出入休息室vt.对(议员)进行疏通"
local,"adj.地方的,当地的,局部的,乡土的n.当地居民,本地新闻,慢车,局部"
locality,"n.位置,地点"
locate,"vt.查找...的地点,使...坐落于,位于v.定位,位于"
location,"n.位置,场所,特定区域,<美>[电影]外景拍摄场地"
lock,"n.锁v.锁,锁上,锁住 /n.锁定/解锁"
locker,"n.上锁的人,有锁的橱柜,锁扣装置,有锁的存物柜"
locomotive,"n.机车,火车头adj.运动的"
log,"n.航行日志,原木,园形木材,园木v.把...记入航行日志,伐木,把...锯成段"
logic,"n.逻辑,逻辑学,逻辑性"
logical,"adj.合乎逻辑的,合理的"
lonely,"adj.孤独的,寂寞的,偏僻的,人迹罕至的"
longitude,"n.经度,经线"
look,"n.看,注视,脸色,面容,外表vi.看,注意,朝着,好象,显得vt.打量,注视,用眼神(或脸色)表示,期待"
loop,"n.环,线(绳)圈,弯曲部分,回路,回线,(铁路)让车道,(飞机)翻圈飞行vt.使成环,以圈结,以环连结vi.打环,翻筋斗n.循环"
loose,"n.解放,放任,放纵adj.宽松的,不精确的,不牢固的,散漫的,自由的vt.释放,放枪,开船vi.变松,开火adv.松散地"
lord,"n.封建领主,地主,统治者,[宗]上帝vi.称王称霸,作威作福vt.使成贵族"
lorry,"n.<古>卡车,铁路货车"
lottery,n.抽彩给奖法
lounge,"n.闲逛,休闲室,长沙发vi.闲荡,懒洋洋地躺卧vt.虚度光阴"
luck,"n.运气,好运,幸运"
luggage,"n.行李,皮箱"
lumber,"n.<美>木材,无用的杂物(如破旧家俱),废物,隆隆声vt.砍伐木材,乱堆vi.伐木,喧闹地向前走,笨重地行动"
lump,"n.块(尤指小块),肿块,笨人vt.使成块状,混在一起,忍耐,笨重地移动vi.结块"
lunar,"adj.月的,月亮的"
lung,"n.肺,呼吸器,肺脏"
lure,v.引诱
machinery,"n.[总称] 机器,机械"
magic,"n.魔法,巫术,戏法adj.魔术的,有魔力的,不可思议的"
magistrate,"n.文职官员,地方官员"
magnet,"n.磁体,磁铁"
magnetic,"adj.磁的,有磁性的,有吸引力的"
main,"n.主要部分,体力,力量,大陆,要点,干线adj.主要的,重要的,全力的n.[计] 主群组"
mainland,n.大陆
maintenance,"n.维护,保持,生活费用,扶养"
majesty,"n.最高权威,王权,雄伟"
mammal,n.哺乳动物
manner,"n.礼貌,风格,方式,样式,习惯"
manual,"n.手册,指南adj.手的,手动的,手工的,体力的,手册(性质)的,[律]实际占有的"
manufacture,"vt.制造,加工n.制造,制造业,产品"
manuscript,"n.手稿,原稿"
marble,"n.大理石,(玩具)弹球.石弹子,雕刻品;adj.大理石的,冷酷无情的,坚硬的"
march,"n.行军,步伐,进行曲vi.进军,前进vt.使行军,使行进n.(March)三月(略作Mar)"
March,
marine,"n.舰队,水兵,海运业adj.海的,海产的,航海的,船舶的,海运的"
marriage,"n.结婚,婚姻,婚姻生活,密切结合,合并"
married,"adj.已婚的,婚姻的"
marry,"vt.娶,嫁,和...结婚"
Marxist,
mask,"n.面具,掩饰,石膏面像vt.戴面具,掩饰,使模糊vi.化装,戴面具,掩饰,参加化装舞会"
mathematical,"adj.数学的,精确的"
mathematics,n.数学
matter,"n.事件,问题,物质,内容,实质,原因,(印刷或书写的)文件,(文章或讲话等的)素材vi.有关系,要紧"
meadow,"n.草地,牧场"
meal,"n.一餐,一顿饭,膳食,(谷类的)粗粉vi.进餐"
mean,"adj.低劣的,卑鄙的,普通的,吝啬的,简陋的,平均的,惭愧的,不舒服的vt.意谓,想要,预定vi.用意,有意义n.平均数,中间,中庸"
means,"n.手段,方法v.意味,想要"
meantime,"n.其间,其时adv.其间"
meanwhile," (=meantime)n.其间,其时;adv.其间"
measure,"n.尺寸,量度器,量度标准,方法,测量,措施vt.测量,测度,估量,分派,权衡,调节vi.量"
meat,"n.(食用)肉,肉类"
medal,"n.奖章,勋章,纪念章v.授予...奖章"
medical,"n.医生,体格检查adj.医学的,内科的,<古>(医)药的"
medicine,"n.药,医学,内科学,内服药vt.给...用药"
medieval,"adj.中世纪的,仿中世纪的,老式的,<贬>原始的"
medium,"n.媒体,方法,媒介adj.中间的,中等的,半生熟的"
melon,n.(各种的)瓜
melt,"v.(使)融化,(使)熔化,使软化,使感动"
mend,"n.改进,改良,补丁,修理部分,好转vt.修改,改进,加快,修理,修补vi.好转,改善,改正"
mention,"vt.提及,说起n.提及,说起v.论及,提及"
merchandise,"n.商品,货物"
merchant,"n.商人,批发商,贸易商,店主adj.商业的,商人的"
mercury,"n.水银,汞,[罗神]墨丘利神(众神的信使)"
mere,"adj.仅仅的,起码的,纯粹的"
merely,"adv.仅仅,只,不过"
merry,"adj.欢乐的,愉快的"
mess,"n.混乱,脏乱v.弄乱"
metaphor,"n.[修辞]隐喻,暗喻,比喻说话"
meter,"n.米,公尺,计,表,仪表"
metric,"adj.米制的,公制的"
microphone,"n.扩音器,麦克风"
microscope,n.显微镜
middle,"n.中间,当中adj.中间的,中部的"
midst,n.中间 prep.在...中间
might,"v.(past tense,past participle of may see may)n.力量,威力,权力,能,可能 aux.可以"
military,"adj.军事的,军用的"
mill,"n.压榨机,磨坊,磨粉机,工厂,制造厂vt.碾磨,磨细,搅拌,使乱转,打vi.乱转,被碾磨"
millimeter,n.毫米
million," num.百万,百万个n.[pl.] 无数"
millionaire,"n.百万富翁,大富豪"
mine,"n.矿,矿山,矿井,源泉,宝库,地雷,水雷vt.挖掘,开采,在...布雷,破坏vi.开矿,埋设地雷 pron.我的"
mineral,"n.矿物,矿石"
mingle,v.(使)混合
miniature,"n.缩小的模型,缩图,缩影adj.微型的,缩小的"
minimize,vt.将...减到最少v.最小化
minimum,"adj.最小的,最低的n.最小值,最小化"
minister,"n.部长,大臣"
ministry,n.(政府的)部门
minor,"n.未成年人,副修科目adj.较小的,次要的,二流的,未成年的vi.辅修n.[乐]小调,小音阶"
minute,"n.分,分钟,片刻,一瞬间,备忘录,笔记vt.记录,摘录,测定时间adj.微小的,详细的,仔细而准确的"
mischief,"n.伤害,危害,故障,恶作剧,淘气,调皮的人,损害"
misfortune,"n.不幸,灾祸"
miss,"n.过错,避免,失败,小姐,姑娘vt.未得到,未达到,未听到,思念,未觉察,错过,遗漏,逃脱vi.失败,击不中"
missile,"n.导弹,发射物"
missing,"adj.不见的,缺少的"
mission,"n.使命,任务,使团,代表团"
missionary,"adj.传教的,传教士的n.传教士"
mistress,"n.主妇,女主人,女能人,情妇"
misunderstand,"vt.误解,误会"
mix,"v.使混和,混淆,混合n.混合"
mixture,"n.混合,混合物,混合剂"
mob,"n.(集合词)暴徒,乌合之众,(盗贼等的)一群v.成群暴动,聚众滋扰"
mobilize,v.动员
mock,"v.嘲笑,骗,挫败,嘲弄adj.假的n.嘲弄,模仿,仿制品"
mode,"n.方式,模式,样式,时尚"
model,"n.样式,型,模范,典型,模型,原型,模特儿vt.模仿v.模拟"
modest,"adj.谦虚的,谦让的,适度的"
module,"n.模数,模块,登月舱,指令舱"
moist,adj.潮湿的n.潮湿
moisture,"n.潮湿,湿气"
molecule,"n.[化]分子,些微"
monarch,n.君主
monetary,"adj.货币的,金钱的"
most,"adj.最多的,多数的,大部分的adv.最,最多,很,十分,最,最大的,其中大多数,极其n.大多数,大部分"
mostly,"adv.主要地,大部分,通常"
motel,n.汽车旅馆
motive,"n.动机,目的adj.发动的,运动的"
multiple,"adj.多样的,多重的n.倍数,若干v.成倍增加"
multiply,"v.繁殖,乘,增加"
multitude,"n.多数,群众"
muscle,"n.肌肉,臂力,(可供食用的)瘦肉,[解]肌"
muscular,"adj.肌肉的,强健的"
mutter,"n.咕哝,嘀咕v.咕哝,嘀咕"
mutton,"n.羊肉,<谑>绵羊,<俚>女性生殖器,性交"
mystery,"n.神秘,神秘的事物"
myth,"n.神话,神话式的人物(或事物),虚构的故事,荒诞的说法"
nail,"n.指甲,钉,钉子vt.钉,将...钉牢"
naive,adj.天真的
naked,"adj.裸体的,无遮盖的,无装饰的,无保护的,[律]无证据的,未证实的"
national,"adj.国家的,国立[有]的,民族的"
native,"n.本地人,土产,土人adj.本国的,出生地的,本地的,与生俱来的,天赋的,土产的,土著的"
natural,"adj.自然的,自然界的,关于自然界的,天生的,天赋的,普通的,正常的,简单自然的 本位号"
nature,"n.自然,自然界,大自然,自然状态,本性,天性,种类"
naughty,"adj.顽皮的,淘气的,不听话的,没规矩的,不适当的,下流的"
naval,adj.海军的
navy,n.海军
nearby,"adj.附近的,邻近的adv.在附近"
nearly,"adv.几乎,密切地"
necessary,"n.必需品adj.必要的,必需的,必然的"
necessity,"n.必要性,需要,(常 pl.) 必需品"
neck,"n.脖子,颈,颈壮物"
necklace,n.项链
needle,n.针
negro,n.黑人
never,"adv.决不,从未"
nevertheless," conj.然而,不过adv.仍然,不过"
nickel,"n.[化]镍,镍币,(美国和加拿大的)五分镍币vt.镀镍于"
nickname,"n.诨号,绰号,昵称vt.给...取绰号,给...起浑名"
niece,"n.侄女,甥女"
night,"n.夜,夜晚,黑暗,死亡"
nitrogen,n.[化]氮
noble,"adj.高尚的,贵族的,高贵的n.贵族"
nobody," pron.谁也不,无人,任何人,没有任何人"
nod,"v.点头,点... n.点头"
nonsense,"n.胡说,废话"
noodle,"n.面条(常用复数),笨蛋,傻瓜"
notwithstanding," prep.虽然,尽管adv.尽管,还是 conj.虽然,尽管"
nowhere,"adv.无处,到处都无"
nucleus," [nuclear的复数,见nuclear];n.核子"
numb,adj.麻木的v.失去知觉
nut,"n.坚果,螺母,螺帽,难解的问题"
nylon,n.尼龙
oak,"n.[植]橡树,橡木adj.橡木制的"
oar,"n.桨,橹"
oath,"n.誓言,宣誓,诅咒"
object,"n.物体,目标,宾语,对象vi.反对,拒绝,抗议vt.提出...来反对"
objection,"n.异议,缺陷,妨碍,拒绝之理由"
occupation,"n.职业,占有,占有(房屋等)期间"
odor,"n.气味,名声"
offspring,"n.(单复数同形)儿女,子孙,后代,产物"
open,"n.公开,户外,空旷adj.开着的,敞开的,(车等)无篷的,开阔的,营业着的,公开的,坦率的,未决定的vt.打开,公开,开放vi.展开,开始,展现"
opening,"n.开,开放,开始,口子,穴,通路,空缺,机会adj.开始的,开幕的"
opera,n.歌剧
opinion,"n.意见,看法,主张,判断,评价"
opposite,"adj.相对的,对面的,对立的,相反的,对等的,对应的n.相反的事物"
oral,adj.口头的
orbit,"n.轨道,势力范围,生活常规,眼眶vt.绕...轨道而行vi.进入轨道,沿轨道飞行,盘旋"
orchard,"n.果园,果园里的全部果树,<美俚>棒球场"
orchestra,"n.管弦乐队,乐队演奏处"
ore,"n.矿石,含有金属的岩石"
organ,"n.[机]元件,机构,机关,机关报 [乐]风琴,管风琴,嗓音 [生物]器官"
organization,"n.组织,机构,团体"
organize,"vt.组织,使有机化,给予生机vi.组织起来"
orphan,"n.孤儿,失去生母的幼小动物adj.无双亲的,孤儿的vt.使成孤儿"
otherwise,"adv.另外,否则,不同地,别的方式adj.另外的,其他方面的"
outbreak,"n.(战争的)爆发,(疾病的)发作"
outcome,"n.结果,成果"
outdoor,"adj.室外的,户外的,野外的"
outer,"adj.外部的,外面的,远离中心的n.(射击)环外命中"
outfit,"n.用具,配备,机构,全套装配,vt.配备,装备vi.得到装备"
outing,"n.外出,旅行,散步"
outlet,"n.出口,出路"
outline,"n.大纲,轮廓,略图,外形,要点,概要vt.描画轮廓,略述"
outlook,"n.景色,风光,观点,见解,展望,前景"
output,"n.产量,输出,输出量"
outset,"n.开端,开始"
outside,"n.外面,外表,外界adj.外面的,外表的,外界的adv.在外面,外表,出界 prep.在...外"
outskirts,"n.边界,(尤指)市郊"
outstanding,"adj.突出的,显著的"
outward,"adj.外面的,外表的,公开的,向外的,外出的adv.向外,在外,表面上n.外表,周围世界"
oval,"adj.卵形的,椭圆的n.卵形,椭圆形"
over,"adv.结束,越过,从头到尾 prep.在...之上,越过adj.上面的vt.额外的东西,越过n.额外的东西"
owe,"vt.欠(债等),受到...的思想,感激,把...归功于v.欠,应感激,应该把...归功于(to)vi.欠钱"
owing,"adj.(～ to) 由于,该付的,未付的,应归功于"
oxide,n.[化]氧化物
oxygen,n.[化]氧
ozone,"n.新鲜的空气,[化]臭氧"
pace,"n.(一)步,速度,步调,步法,步态vi.踱步,缓慢的走vt.用步测,踱步于,(马)溜花蹄"
pack,"n.包裹,<贬>一群,一副,背包,包装vt.包装,捆扎,塞满,压紧,挑选vi.包装货物,挤,群集,被包装 背包"
package,"n.包裹,包"
packet,"n.小包裹,小捆;v.包装"
pact,"n.合同,公约,协定"
pad,"n.垫,衬垫,便笺簿v.加上衬垫"
paddle,"n.短桨,划桨,明轮翼vi.划桨,戏水,涉水vt.用桨划,搅,拌"
pail,"n.桶,提桶"
pain,"n.痛苦,疼,痛,劳苦,努力vt.使痛苦"
painful,"adj.疼痛的,使痛苦的"
painting,"n.上油漆,着色,绘画,油画v.描绘"
pair,"n.一对,一双"
palace,"n.宫,宫殿"
pale,"n.栅栏,界线,范围,(围篱用的)尖板条adj.苍白的,暗淡的,无力的vi.变苍白,失色vt.使变苍白,使失色,用栅栏围"
pan,"n.平底锅,盘子,面板 Pan <希神>潘(半人半羊的山林和畜牧之神)"
panda,"n.熊猫,黑白相间的熊类"
panel,"n.面板,嵌板,仪表板,座谈小组,全体陪审员vt.嵌镶板"
panorama,"n.全景 全景画,全景摄影"
paperback,"n.平装本,纸面本"
parameter,"n.参数,参量,<口>起限定作用的因素"
parasite,"n.寄生虫,食客"
pardon,"vt.原谅,宽恕n.原谅,宽恕"
parliament,"n.国会,议会"
particle,"n.粒子,点,极小量,微粒,质点,小品词,语气"
particular,"n.细节,详细adj.特殊的,特别的,独特的,详细的,精确的,挑剔"
pass,"n.经过,关口,途径,护照,通行证,入场券,传球,及格vt.通过,审查通过,忽略,传递vi.经过,变化,流通,宣判,被忽略,终止,传递,不叫牌"
passer-by,
pasture,"n.牧地,草原,牧场v.放牧,牧(牛、羊)等,吃草"
pat,"n.轻拍,(黄油)小块v.轻拍adv.适时,正好,恰好adj.恰好的,合适的,人为的"
patch,"n.片,补缀,碎片,斑纹,斑点,小块地,眼罩,傻瓜;vt.修补,补缀,掩饰,平息"
path,"n.小路,小径,路线,轨道,通道"
patience,"n.耐性,忍耐 Patience 佩兴斯(女子名)"
patrol,"v.出巡,巡逻n.巡逻"
patron,"n.(对某人,某种目标,艺术等)赞助人,资助人"
pause,"n.中止,暂停,休止符vi.暂停,中止,停顿,踌躇n.暂停"
paw,
pay,"n.薪水,工资v.支付,交纳,给予,有利,值得,合算"
pedal,n.踏板v.踩...的踏板
peel,"v.剥,削,剥落"
peep,"n.窥看,隐约看见vi.窥视,偷看"
peer,"n.同等的人,贵族vi.凝视,窥视vt.与...同等,封为贵族"
pendulum,"n.钟摆,摇锤"
peninsula,n.半岛
penny,"n.便士,<美> 分"
percent,"n.百分比,百分数"
percentage,"n.百分数,百分率,百分比"
perfume,"n.香味,芳香,香水vt.使发香,洒香水于,发香味"
perhaps,"adv.或许,多半"
person,"n.人,身体,容貌,[语法]人称"
personal,"adj.私人的,个人的,亲自的,容貌的,身体的,人身的,针对个人的adj.[语法]人称的"
personality,"n.个性,人格,人物,名人,(用复数)诽谤、人身攻击"
personnel,"n.人员,职员"
pest,n.有害物
petrol,n.<英>汽油(=<美>gasoline)
petroleum,n.石油
petty,"adj.小的,不重要的,小规模的,小型的,细微的,小器的,卑鄙的"
pharmacy,"n.药房,药剂学,配药业,制药业,一批备用药品"
phase,"n.阶段,状态,相,相位v.定相"
phrase,"n.短语,习语,惯用语,成语,措词vt.用短语表达"
physicist,"n.物理学者,唯物论者"
physics,n.物理学
physiology,n.生理学
piano,n.钢琴
pick,"n.精选,掘,鹤嘴锄vt.摘,掘,凿,挑选,挖,挑剔vi.摘,掘,凿,挖,挑选v.拾取"
pickup,"n.拾起,获得"
picnic,n.野餐vi.(去)野餐
picture,"n.画,图画,照片,像,美景,描述,相似物,化身vt.画,描绘"
pie,"n.馅饼,杂乱,喜鹊,爱说话的人vt.弄乱"
pigeon,n.鸽子
pile,"n.堆,大堆,高大建筑,<美口>大量钱财,<美>[核]反应堆,[电]电池组vi.堆起,堆积,积累,挤vt.堆于,累积,堆叠,打桩于,用桩支撑"
pill,"n.药丸,口服避孕药,弹丸"
pillar,"n.[建] 柱子,栋梁,重要的支持者"
pillow,"n.枕头,枕垫"
pilot,"n.飞行员,领航员,引水员vt.驾驶(飞机等),领航,引水v.驾驶"
pin,"n.钉,销,栓,大头针,别针,腿vt.钉住,别住,阻止,扣牢,止住,牵制"
pinch,"n.捏,撮,收缩,紧急关头,匮乏,压力vt.掐,夹痛,修剪,勒索,使感缺乏,使萎缩,偷vi.收缩,节省"
pine,"n.松树,树木v.消瘦,憔悴,渴望,渴慕"
pint,n.品脱
pioneer,"n.先驱,倡导者,先遣兵,先锋"
pipe,"n.管,导管,烟斗,管乐器,笛声vt.以管输送,吹哨子vi.吹笛,尖叫"
pistol,n.手枪
piston,"n.[机]活塞,瓣"
pit,"n.深坑,深渊,陷阱,(物体或人体表面上的)凹陷,(英国剧场的)正厅后排、正厅后排的观众vt.窖藏,使凹下,去...之核,使留疤痕,使竞争vi.起凹点,凹陷"
pitch,"n.程度,斜度,树脂,投掷,定调,(船只)前后颠簸,倾斜,沥青vt.投,掷,向前倾跌,定位于,用沥青涂,扎营vi.搭帐篷,投掷,坠落,倾斜"
place,"n.地方,地点,位置,职位,处境,住所,地位vt.放置,寄予,任命vi.名次列前"
plain,"n.平原,草原adj.简单的,明白的,平常的,清晰的,普通的,朴素的adv.清楚地n.[计] 无格式"
plan,"n.计划,设计图,平面图vt.计划,设计"
plane,"n.平面,飞机,水平,程度,刨adj.平的,平面的v.刨,刨平"
planet,n.[天]行星
plant,"n.植物,庄稼,工厂,车间,设备vt.种植,栽培,培养,安置vi.种植"
plantation,"n.耕地,种植园,大农场,森林,人造林,殖民"
