emperor,"n.皇帝,君主"
regularity,"n.规律性,规则性,整齐,匀称"
laterality,"n.对一侧面的偏重,偏向一侧状态"
predominant,"adj.卓越的,支配的,主要的,突出的,有影响的"
trek,"vi.牛拉车,艰苦跋涉vt.(牛)拉(货车),搬,运n.牛拉车旅行,艰苦跋涉"
daunt,v.沮丧
itinerary,n.路线
acclimatise,v.<主英>=acclimatize
meadow,"n.草地,牧场"
forthcoming,adj.即将来临的n.来临
structure,"n.结构,构造,建筑物vt.建筑,构成,组织"
quantity,"n.量,数量"
integral,"adj.完整的,整体的,[数学] 积分的,构成整体所需要的n.[数学] 积分,完整,部分"
intensive,"adj.强烈的,精深的,透彻的,[语法]加强语气的n.加强器"
acknowledge,"vt.承认,答谢,报偿"
liquor,"n.液体,汁,酒精饮料,[药]溶液vt.浸水vi.喝酒"
presence,"n.出席,到场,存在"
develop,"vt.发展,发达,发扬,进步,逐步展开(情节,音乐主题,方程式等)洗印,显影vi.发展,生长,发育,逐步显示出来"
blast,"n.一阵(风),一股(气流),爆炸,冲击波vt.爆炸,,毁灭,使枯萎,损害"
pudding,"n.布丁(一种以面粉,牛奶,鸡蛋等为基料的糊壮甜食)"
greatly,"adv.很,非常"
sporadically,"adv.偶发地,零星地"
imitate,"vt.模仿,仿效,仿制,仿造v.模仿"
constitution,"n.宪法,构造,体质,体格,国体,章程,惯例"
photography,"n.摄影,摄影术"
modem,n.调制解调器
advocate,"n.提倡者,鼓吹者vt.提倡,鼓吹"
maintenance,"n.维护,保持,生活费用,扶养"
spouse,n.配偶(指夫或妻)
furnace,"n.炉子,熔炉"
expedition,"n.远征,探险队,迅速,派遣"
incendiary,"adj.纵火的,煽动的n.纵火犯,煽动者,燃烧弹"
expansion,"n.扩充,开展,膨胀,扩张物,辽阔,浩瀚"
encase,"vt.装入,包住,围"
invalid,"n.病人,残废者adj.有病的,残废的"
unbiased,adj.没有偏见的
postpone,"vt.推迟,使延期,延迟"
skim,v.撇去
preface,"n.序文,绪言,前言vi.作序,写前言vt.为...写序言,开始"
retain,"vt.保持,保留"
culminate,v.达到顶点
robotic,
profile,"n.剖面,侧面,外形,轮廓"
salinity,"n.盐分,盐度"
aggravation,"n.,加重(病情、负担、罪行、危机等的),更恶化,恼怒"
incident,"n.事件,事变adj.附带的,易于发生的"
previous,"adj.在前的,早先的adv.在...以前 返回上一级菜单"
spice,"n.香料,调味品,趣味,意味,情趣"
bore,"n.令人讨厌的人,怒潮,枪膛,孔v.使烦扰,钻孔 钻孔"
lull,"n.暂停,麻痹vt.使平静,哄骗,使安静vi.变平静"
county,"n.县,郡"
betray,"vt.出卖,背叛,泄露(秘密),露出...迹象"
underlying,"adj.在下面的,根本的,潜在的,[商]优先的"
dispiriting,
opulent,"adj.富裕的,丰富的,丰饶的,繁茂的"
plush,"n.长毛绒adj.长毛绒做的,豪华的,舒服的"
dispense,"vt.分发,分配"
behalf,"n.为,利益"
initial,"adj.最初的,词首的,初始的n.词首大写字母"
govern,"v.统治,支配,管理"
mingle,v.(使)混合
charter,"vt.租,包(船、车等)n.宪章"
formidable,"adj.强大的,令人敬畏的,可怕的,艰难的"
belt,"n.带子,地带"
relay,"n.驿马,接替,[电工]继电器vt.(消息,货物等)分程传递,使接替,转播vi.得到接替,转播"
crockery,"n.陶器,瓦器"
diversify,"v.使多样化,作多样性的投资"
threshold,"n.开始,开端,极限"
vacation,"n.假期,休假,(房屋等的)腾出v.<美>度假,休假"
skyscraper,"n.摩天楼,高丛的烟囱"
draft,"n.草稿,草案,草图vt.起草,为...打样,设计v.草拟"
deter,v.阻止
promising,"adj.有希望的,有前途的"
goal,"n.目的,目标,守门员,球门,(球赛等的)得分"
crush,"vt.压碎,碾碎,压服,压垮,粉碎,(使)变形"
stream,"n.溪,川,流,一股,一串,河流v.流,涌,流注"
urgent,"adj.急迫的,紧急的"
thigh,"n.大腿,股"
maximise,vt.<主英> =maximize
sleek,adj.圆滑的
entrust,v.委托
pamper,v.纵容
veterinarian,n.兽医
demolition,"n.破坏,毁坏,(pl.)毁坏之遗迹"
derelict,adj.被抛弃了的n.遗弃物
synchronise,v.<主英> =synchronize
ornamental,"n.装饰物,观赏植物adj.装饰性的,装饰的,装饰用的"
estuary,"n.河口,江口"
leaflet,"n.小叶,传单"
cascade,"n.小瀑布,喷流vi.成瀑布落下n.层叠"
irritate,"vt.激怒,使急躁v.刺激"
hatch,"n.孵化,舱口,舱口盖,(门、墙壁、地板上的)开口vt.孵,孵出,策划,图谋vi.孵化"
commence,"v.开始,着手"
initiative,n.主动
track,"n.轨迹,车辙,跟踪,航迹,足迹,路,磁轨,途径;vt.循路而行,追踪,通过,用纤拉;vi.追踪,留下足迹,走"
fruitful,"adj.果实结得多的,多产的,富有成效的"
stationary, 固定的
superficial,"adj.表面的,肤浅的,浅薄的"
crawl,"vi.爬行,蠕动,徐徐行进n.爬行,蠕动,缓慢的行进"
rotate,v.(使)旋转 /v.旋转/翻转
spoil,"vt.损坏,搞糟,宠坏,溺爱v.扰乱"
flask,"n.瓶,长颈瓶,细颈瓶,烧瓶,小水瓶"
camper,n.露营者
attend,"vt.出席,参加,照顾,护理,注意vi.专心,留意"
rim,"n.边,轮缘,蓝框vt.镶边,为...装边,沿...边缘滚动vi.形成边状"
motivate,v.激发
patent,"n.专利权,执照,专利品adj.特许的,专利的,显著的,明白的,新奇的vt.取得...的专利权,请准专利"
architect,n.建筑师
symptom,"n.[医][植]症状,征兆"
tremendous,"adj.极大的,巨大的"
in accordance with,
destination,"n.目的地,[计] 目的文件,目的单元格"
welfare,"n.福利,安宁,幸福,福利事业,社会安全adj.福利的"
envisage,v.正视
binoculars,n.双眼望远镜
glutamate,
spoilage,n.损坏
misconception,n.误解
vegetation,"n.[植]植被,(总称)植物、草木,(植物的)生长、呆板单调的生活"
conceptual,adj.概念上的
modification,"n.更改,修改,修正"
erroneous,"adj.错误的,不正确的"
robust,adj.精力充沛的
get off track,
immense,"adj.极广大的,无边的,<口>非常好的"
pull up stakes,
baron,n.男爵(英国世袭的最低级的贵族爵位)
independence,"n.独立,自主"
intense,"adj.强烈的,剧烈的,热切的,热情的,激烈的"
thesis,"n.论题,论文"
withdraw,"vt.收回,撤消vi.缩回,退出v.撤退"
sceptical,"adj.怀疑论的,怀疑的"
flicker,"n.扑动,闪烁,闪光,颤动vi.闪动,闪烁,摇动,扑动翅膀,[美俚]昏倒,假装昏倒vt.使摇曳,使闪烁"
cord,"n.绳索,束缚"
lower,"adj.较低的,下级的,下等的,下游的vi.降低,跌落,减弱vt.放下,降下,减弱,贬低"
primary,"adj.第一位的,主要的,初步的,初级的,原来的,根源的"
coincide,"vi.一致,符合"
mess,"n.混乱,脏乱v.弄乱"
design,"n.设计,图案,花样,企图,图谋,(小说等的)构思,纲要v.设计,计划,谋划,构思"
insist,"v.坚持,强调"
crew,"n.全体人员,(工作)队 vbl.crow的过去式"
exhaustion,"n.耗尽枯竭,疲惫,筋疲力尽,竭尽,详尽无遗的论述"
geographical,"adj.地理学的,地理的"
indigenous,adj.本土的
consistent,"adj.一致的,调和的,坚固的,[数、统]相容的"
sympathetic,"adj.有同情心的,合意的,赞成的n.[解]交感神经,容易感受的人"
personalize,"v.使成私人的,人格化"
incompatible,"adj.性质相反的,矛盾的,不调和的"
predominate,"vt.掌握,控制,支配vi.统治,成为主流,支配,占优势"
complexity,"n.复杂(性),复杂的事物,复杂性"
terrestrial,adj.陆地
commission,"n.委任,委托,代办(权),代理(权),犯(罪),佣金vt.委任,任命,委托,委托制作,使服役"
beware,"v.小心,谨防"
compensation,"n.补偿,赔偿"
issue,"n.出版,发行,(报刊等)期、号,论点,问题,结果,(水,血等的)流出vi.发行,流出,造成...结果,进行辩护,传下vt.使流出,放出,发行(钞票等),发布(命令),出版(书等)发给 [律]子女,后嗣"
finite,"adj.有限的,[数]有穷的,限定的"
curly,"adj.卷曲的,卷毛的,弯曲的,(木材)有皱状纹理的"
wildlife,n.野生动植物
swallow,"n.[鸟]燕子,吞咽,喉vt.咽,淹没,吞没,取消,忍受,轻信,压制,耗尽vi.吞下,咽下"
hasty,"adj.匆忙的,草率的"
geometry,n.几何学
stuff,"n.原料,材料,素材资料vt.塞满,填满,填充"
landward,"adj.向陆的,近陆的adv.向陆地"
vigorous,"adj.精力旺盛的,有力的,健壮的"
subordinate,"adj.次要的,从属的,下级的n.下属v.服从"
correspond,"vi.符合,协调,通信,相当,相应"
farewell,"n.辞别,再见,再会int.再会,别了!(常含有永别或不容易再见面的意思)"
adjacent,"adj.邻近的,接近的"
charity,"n.慈善,施舍,慈善团体,"
comedy,"n.喜剧,喜剧性的事情"
gorgeous,"adj.华丽的,灿烂的"
recommend,"vt.推荐,介绍,劝告,使受欢迎,托付,使...受欢迎,使...可取"
survive,"v.幸免于,幸存,生还"
grim,adj.严酷的
apparatus,"n.器械,设备,仪器"
dome,n.圆屋顶
formal,"adj.外形的,正式的,合礼仪的,形式的,整齐匀称的n.正式的社交活动"
explore,"v.探险,探测,探究"
extension,"n.延长,扩充,范围n.扩展名adj.[逻]外延的,客观现实的"
consist,"vi.由...组成,在于,一致"
brew,"v.酿造,酝酿"
sacrifice,"n.牺牲,献身,祭品,供奉v.牺牲,献出,献祭,供奉"
degenerate,adj.退化的v.退化
intelligent,"adj.聪明的,伶俐的,有才智的,[计]智能的"
historian,"n.历史学家,史家"
fancy,"adj.奇特的,异样的vt.想象,设想,认为,爱好,自负n.爱好,迷恋,想象力"
aspiration,"n.热望,渴望"
considerable,"adj.相当大(或多)的,值得考虑的,相当可观的"
clumsy,adj.笨拙的
gleam,"n.微弱的闪光,一丝光线,瞬息的一现vi.闪烁,隐约地闪现vt.使发微光,使闪烁"
plastic,"n.塑胶,可塑体,塑料制品,整形adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的"
fascinate,"vt.使着迷,使神魂颠倒vi.入迷,极度迷人的"
supervise,"v.监督,管理,指导"
evaluate,"vt.评价,估计,求...的值v.评价"
curiosity,n.好奇心
residential,"adj.住宅的,与居住有关的"
sole,"adj.单独的,唯一的n.脚底,鞋底,基础v.换鞋底"
decade,"n.十年,十"
survey,"n.测量,调查,俯瞰,概观,纵览,视察vt.调查(收入,民意等) 测量,勘定,审视,视察,俯瞰,通盘考虑vi.测量土地"
fitting,"adj.适合的,相称的,适宜的n.试穿,试衣,装配,装置"
rudimentary,"adj.根本的,未发展的"
courtship,"n.求爱,求爱时期"
ritual,"n.典礼,(宗教)仪式,礼节adj.典礼的,(宗教)仪式的"
stereoscopic,adj.实体镜的 有立体感的
interface,"n.[地质]分界面,接触面,[物、化]界面"
preliminary,"adj.预备的,初步的"
turbid,"adj.混浊的,不纯的,脏的,混乱的,雾重的"
repertoire,"n.(准备好演出的)节目,保留剧目,(计算机的)指令表,指令系统,<美>(某个人的)全部技能"
monotonous,"adj.单调的,无变化的"
speculation,"n.思索,做投机买卖"
resemble,"vt.象,类似"
perspective,"n.透视画法,透视图,远景,前途,观点,看法,观点,观察"
rendition,"n.表演,演唱,翻译"
metaphorical,"adj.隐喻性的,比喻性的"
interpret,"v.解释,说明,口译,通译,认为是...的意思"
perimeter,"n.[树数] 周长,周界"
jerk,"n.性情古怪的人,急推,猛拉,肌肉抽搐,(生理)反射,牛肉干vi.痉挛,急拉,颠簸地行进vt.猛拉"
visual,"adj.看的,视觉的,形象的,栩栩如生的"
doctoral,adj.博士的
distort,"vt.弄歪(嘴脸等),扭曲,歪曲(真理、事实等),误报"
and so forth,
expose,"vt.使暴露,受到,使曝光v.揭露"
sponge,"n.海绵,海绵体,海绵状物,(外科用的)棉球,纱布v.用海绵等冼涤、揩拭、擦拭或清除,用海绵吸收(液体),(俗)依赖某人生活,诈取某人钱财,海绵般吸收"
audition,"n.听,听力,试听"
reliable,"adj.可靠的,可信赖的"
abstraction,n.提取
mount,"n.乘用马,衬纸,山,装配vi.乘马,爬上,增长vt.爬上,使上马,装上,设置,安放,制作...的标本,上演"
announce,"vt.宣布,通告"
headline,n.大字标题
horror,"n.惊骇,恐怖,惨事,极端厌恶"
collapse,"n.倒塌,崩溃,失败,虚脱vi.倒塌,崩溃,瓦解,失败,病倒"
assistance,"n.协助,援助,补助,<英>国家补助"
discriminate,"v.歧视,区别,区别待遇"
destructive,adj.破坏(性)的
authority,"n.权威,威信,权威人士,权力,职权,典据,著作权威"
mild,"adj.温和的,温柔的,淡味的,轻微的,适度的,不含有害物质的的"
capacity,"n.容量,生产量,容量,智能,才能,能力,接受力,地位"
latitude,"n.纬度,范围,(用复数)地区,行动或言论的自由(范围)"
circus,"n.马戏团,杂技团,马戏场,杂技场"
comet,n.彗星
grin,"n.露齿笑,裂口笑v.露齿而笑"
democratic,"adj.民主的,民主主义的,民主政体的,平民的"
install,"vt.安装,安置,使就职"
faculty,"n.才能,本领,能力,全体教员,(大学的)系,科,(授予的)权力"
cucumber,n.[植]黄瓜
institution,"n.公共机构,协会,制度"
Kung Fu,
probability,"n.可能性,或然性,概率"
bizarre,"adj.奇异的(指态度,容貌,款式等)"
gravity,"n.地心引力,重力"
cap,"n.帽子,军帽,(瓶)帽,(笔)帽;vt.戴帽子,盖在...顶上;carrierless amplitude and phase,相幅载波"
external,"adj.外部的,客观的,[医]外用的,外国的,表面的n.外部,外面"
absurd,"adj.荒谬的,可笑的"
separate,"adj.分开的,分离的,个别的,单独的v.分开,隔离,分散,分别"
inclination,"n.倾斜,弯曲,倾度,倾向,爱好"
pressure,"n.压,压力,电压,压迫,强制,紧迫"
conviction,"n.深信,确信,定罪,宣告有罪"
tranquility,n.宁静
facilitate,"vt.(不以人作主语的)使容易,使便利,推动,帮助,使容易,促进"
grand,"adj.盛大的,豪华的,重大的,主要的,极重要的"
acumen,"n.敏锐,聪明"
dissertation,"n.(学位)论文,专题,论述,学术演讲"
heap,"n.堆,大量,许多vt.堆,堆起v.堆积"
blame,"n.过失,责备vt.责备,谴责"
frame,"n.结构,体格vt.构成,设计,制定,使适合,陷害vi.<英方>有成功希望n.帧,画面,框架"
installment,n.部分
symbolism,"n.象征主义,符号论"
ascribe,"vt.归因于,归咎于"
abstract,"n.摘要,概要,抽象;adj.抽象的,深奥的,理论的;vt.摘要,提炼,抽象化"
disruption,"n.中断,分裂,瓦解,破坏"
self-esteem,
literate,"n.学者adj.有文化的,有阅读和写作能力的"
extinction,"n.消失,消灭,废止,[物]消光"
endanger,vt.危及
perception,"n.理解 感知,感觉 DPS公司出的数字影像压缩卡"
prediction,"n.预言,预报"
foster,"vt.养育,抚育,培养,鼓励,抱(希望) n.养育者,鼓励者"
ancestral,"adj.祖先的,祖传的"
rekindle,v.重新点燃
revival,"n.苏醒,复兴,复活,再生效,复苏"
inevitable,"adj.不可避免的,必然的"
disenchantment,"n.觉醒,清醒"
acupuncture,n.针刺疗法v.施行针刺疗法
loath,"adj.不情愿的,勉强的"
orthodox,"adj.正统的,传统的,习惯的,保守的,东正教的"
popularity,"n.普及,流行,声望"
amplify,"vt.放大,增强v.扩大"
reliance,"n.信任,信心,依靠,依靠的人或物"
nightmare,"n.梦魇,恶梦,可怕的事物"
leap,"v.跳,跳越,跳跃n.跳跃,飞跃"
conscious,
divine,"adj.神的,神圣的,非凡的,超人的,非常可爱的n.牧师"
decompose,"v.分解,(使)腐烂"
spot on,
investigate,"v.调查,研究"
underneath,adv.在下面 prep.在...的下面
division,"n.分开,分割,区分,除法,公司,(军事)师,分配,分界线"
gamble,"n.冒险v.赌博,投机,孤注一掷"
ancient,"adj.远古的,旧的"
strand,"n.绳、线之一股,线,绳,串,海滨,河岸vi.搁浅vt.使搁浅,使落后,使陷于困境,弄断,搓"
specimen,"n.范例,标本,样品,样本,待试验物"
motive,"n.动机,目的adj.发动的,运动的"
furious,"adj.狂怒的,狂暴的,激烈的,热烈兴奋的,极为激烈"
alternative,"n.二中择一,可供选择的办法,事物adj.选择性的,二中择一的"
access,"n.通路,访问,入门vt.存取,接近"
whaling,"n.捕鲸,<口>一阵痛打"
exhilaration,"n.令人高兴,愉快"
inland,"adj.内陆的,国内的adv.在内地,向内地n.内地"
migrate,"vi.移动,移往,移植,随季节而移居,(鸟类的)迁徙vt.使移居,使移植"
barrel,n.桶vt.装入桶内
claim,"n.(根据权利提出)要求,要求权,主张,要求而得到的东西vt.(根据权利)要求,认领,声称,主张,需要"
digest,"n.分类,摘要vi.消化vt.消化,融会贯通"
decipher,"vt.译解(密码等),解释n.密电译文"
extraordinary,"adj.非常的,特别的,非凡的,特派的"
aluminium,n.[化]铝adj.铝的
stale,"n.(牲畜等的)尿adj.不新鲜的,陈腐的,疲倦的,陈旧的vt.使变旧,走味vi.变陈旧,变无味,失时效,撒尿"
snap up,
tan,"n.日晒后的颜色,棕褐色,茶色adj.棕褐色的,茶色v.晒黑,晒成褐色"
hang on,
impair,v.削弱
inescapable,"adj.逃不掉的,不可避免的"
adolescent,"adj.青春期的,青春的;n.青少年"
associate,"vt.使发生联系,使联合vi.交往,结交n.合作人,同事adj.副的"
guinea,"n.几内亚 几尼(英国的旧金币,值一镑一先令)"
layer,"n.层,阶层"
cable,"n.电缆,海底电报,缆,索v.打(海底)电报"
wedge,"n.楔vt.楔入,楔进"
judicious,adj.明智的
landfill,"n.垃圾掩埋法,垃圾"
cast,"n.投掷,铸件,脱落物,一瞥,演员表v.投,抛,投射,浇铸,计算,派(角色)"
curtain,"n.窗帘,门帘v.装上门帘"
uniform,"adj.统一的,相同的,一致的,始终如一的,均衡的n.制服vt.使成一样,使穿制服"
quartz,n.石英
longitudinal,"adj.经度的,纵向的"
disillusion,v.醒悟
clientele,"n.诉讼委托人,客户"
holistic,"adj.整体的,全盘的"
exodus,
concur,v.同时发生
preventative,adj.&n.=preventive
complementary,"adj.补充的,补足的"
adjunct,"n.附件,助手adj.附属的"
simplistic,adj.过分单纯化的
hiccup,n.打嗝v.打嗝
prowess,n.威力
engross,"vt.用大字体书写,吸引,占用,使全神贯注,独占"
tease,"n.揶揄,戏弄,逗惹vt.取笑,逗恼,奚落,欺负,嘲弄,取笑,强求,梳理"
exuberant,"adj.繁茂的,丰富的,非凡的,(语言等)华而不实的"
cavort,vi.腾跃
socialise,v.<主英>=socialize
optimum,n.最适宜adj.最适宜的
molecule,"n.[化]分子,些微"
fitness,"n.适当,适切性"
regarding, prep.关于
contact,"n.接触,联系vt.接触,联系"
creative,adj.创造性的
consultant,"n.顾问,商议者,咨询者"
secondary,"adj.次要的,二级的,中级的,第二的"
in favour of,
fraction,"n.小部分,片断,分数"
dictation,"n.听写,口述"
